año,Mes,País destino,Nombre exportador,sacos_70,sacos_60,valor_usd,total_kg,fecha
2022,10,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,5310,6186,2325989.7,371700,2022-10-01
2022,10,Alemania,SKN CARIBECAFE SAS,1200,1399,521536.41,84000,2022-10-01
2022,10,Alemania,OLAM AGRO COLOMBIA S.A.S,4011,4673,869999.9900000001,280770,2022-10-01
2022,10,Alemania,FEDERACION NACIONAL DE CAFETEROS,7030,8198,3117453.3800000004,492100,2022-10-01
2022,10,Alemania,LATORRE & DUTCH COFFEE COLOMBIA S.A,130,152,32973.759999999995,9100,2022-10-01
2022,10,Alemania,COMPAÑÍA CAFETERA LA MESETA S.A.,4291,5009,1916804.5099999998,300370,2022-10-01
2022,10,Alemania,CENTRAL COOPERATIVA INDIGENA DEL,285,332,61275.01,19950,2022-10-01
2022,10,Alemania,CARCAFE LTDA,550,640,252979.24,38500,2022-10-01
2022,10,Alemania,ALTAMIRA SUPREMO S.A.S,550,642,118250.0,38500,2022-10-01
2022,10,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,4445,5180,1866859.75,311150,2022-10-01
2022,10,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,2055,2398,978818.4000000001,143850,2022-10-01
2022,11,Alemania,RACAFE & CIA S.C.A.,600,700,151936.01,42000,2022-11-01
2022,11,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,1432,1672,636581.95,100240,2022-11-01
2022,11,Alemania,CONDOR SPECIALTY COFFEE SAS,1200,1399,239999.99,84000,2022-11-01
2022,11,Alemania,SUNTERRA S.A.S.,70,82,36694.05,4900,2022-11-01
2022,11,Alemania,SUCDEN COLOMBIA SAS,4185,4880,980000.0000000001,292950,2022-11-01
2022,11,Alemania,SUCAFINA COLOMBIA S.A.S,1200,1400,240000.0,84000,2022-11-01
2022,11,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,3210,3746,1160775.64,224700,2022-11-01
2022,11,Alemania,SKN CARIBECAFE SAS,7800,9091,3427563.9299999997,546000,2022-11-01
2022,11,Alemania,SE ORIGIN  S.A.S,285,332,132239.14,19950,2022-11-01
2022,11,Alemania,PROMOTORA CAFE DE ALTURA SAS,199,230,135873.51,13930,2022-11-01
2022,11,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,2700,3147,540000.0,189000,2022-11-01
2022,11,Alemania,INCONEXUS S.A.S.,275,322,70000.0,19250,2022-11-01
2022,11,Alemania,FEDERACION NACIONAL DE CAFETEROS,7745,9038,3493929.6700000004,542150,2022-11-01
2022,11,Alemania,EXPOCOSURCA S.A. C.I.,275,322,59125.0,19250,2022-11-01
2022,11,Alemania,COMERCIALIZADORA TIERRA CAFE S.A.S.,10,12,25231.07,700,2022-11-01
2022,11,Alemania,CARCAFE LTDA,250,291,124024.13,17500,2022-11-01
2022,11,Alemania,CAFE COLSUAVES S.A.S,86,101,18490.0,6020,2022-11-01
2022,11,Alemania,AMARILLO EXPORT SAS,131,155,78422.59,9170,2022-11-01
2022,11,Alemania,ALTAMIRA SUPREMO S.A.S,285,332,4283.01,19950,2022-11-01
2022,11,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,3250,3786,1383676.42,227500,2022-11-01
2022,11,Alemania,OLAM AGRO COLOMBIA S.A.S,286,333,80000.0,20020,2022-11-01
2022,12,Alemania,SKN CARIBECAFE SAS,4020,4681,1537622.0499999998,281400,2022-12-01
2022,12,Alemania,OLAM AGRO COLOMBIA S.A.S,285,333,70000.0,19950,2022-12-01
2022,12,Alemania,RACAFE & CIA S.C.A.,3925,4578,1242730.55,274750,2022-12-01
2022,12,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,8745,10200,3460460.7900000005,612150,2022-12-01
2022,12,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,3900,4545,780000.01,273000,2022-12-01
2022,12,Alemania,SUCDEN COLOMBIA SAS,600,700,151776.93,42000,2022-12-01
2022,12,Alemania,ECOLSIERRA EXPORT SAS BIC,250,291,125292.5,17500,2022-12-01
2022,12,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,1770,2069,607048.77,123900,2022-12-01
2022,12,Alemania,SUCAFINA COLOMBIA S.A.S,900,1051,210000.0,63000,2022-12-01
2022,12,Alemania,INTEGRA TRADING SAS,2700,3145,539999.99,189000,2022-12-01
2022,12,Alemania,COMERCIALIZADORA CUMBRES S.A.S,562,654,119689.63,39340,2022-12-01
2022,12,Alemania,EXPOCOSURCA S.A. C.I.,720,838,154800.0,50400,2022-12-01
2022,12,Alemania,ALEXCAFE S.A.S,285,334,61275.0,19950,2022-12-01
2022,12,Alemania,ALTAMIRA SUPREMO S.A.S,550,642,118250.0,38500,2022-12-01
2022,12,Alemania,CARCAFE LTDA,4425,5150,2047317.67,309750,2022-12-01
2022,12,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,1500,1749,672000.64,105000,2022-12-01
2022,12,Alemania,FEDERACION NACIONAL DE CAFETEROS,8367,9749,3561988.2199999997,585690,2022-12-01
2022,12,Alemania,COMERCIALIZADORA TIERRA CAFE S.A.S.,286,331,117731.04000000001,20020,2022-12-01
2022,12,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,4905,5719,1723390.3499999999,343350,2022-12-01
2022,12,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,300,350,110000.0,21000,2022-12-01
2023,1,Alemania,RACAFE & CIA S.C.A.,1430,1665,460738.57,100100,2023-01-01
2023,1,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,4050,4735,1382491.25,283500,2023-01-01
2023,1,Alemania,CONDOR SPECIALTY COFFEE SAS,600,702,154028.0,42000,2023-01-01
2023,1,Alemania,SUCDEN COLOMBIA SAS,600,700,151878.15,42000,2023-01-01
2023,1,Alemania,SUCAFINA COLOMBIA S.A.S,1800,2099,487532.36,126000,2023-01-01
2023,1,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,4450,5190,1582341.6,311500,2023-01-01
2023,1,Alemania,SKN CARIBECAFE SAS,1785,2080,731811.0,124950,2023-01-01
2023,1,Alemania,OSITO COLOMBIA SAS,30,35,7592.65,2100,2023-01-01
2023,1,Alemania,OLAM AGRO COLOMBIA S.A.S,2100,2448,489999.99999999994,147000,2023-01-01
2023,1,Alemania,LONDON INVERSIONES S.A.S,26,30,13631.8,1820,2023-01-01
2023,1,Alemania,LOHAS BEANS SAS BENEFICIO E,275,321,70000.0,19250,2023-01-01
2023,1,Alemania,INTEGRA TRADING SAS,825,959,208049.24,57750,2023-01-01
2023,1,Alemania,FEDERACION NACIONAL DE CAFETEROS,6784,7906,2892906.93,474880,2023-01-01
2023,1,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,7710,8998,2706437.18,539700,2023-01-01
2023,1,Alemania,COMERCIALIZADORA CUMBRES S.A.S,285,333,60000.0,19950,2023-01-01
2023,1,Alemania,ALTAMIRA SUPREMO S.A.S,275,321,59125.0,19250,2023-01-01
2023,1,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,3285,3828,1219018.72,229950,2023-01-01
2023,1,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,3900,4544,779999.9899999998,273000,2023-01-01
2023,2,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,4500,5246,900000.0,315000,2023-02-01
2023,2,Alemania,OLAM AGRO COLOMBIA S.A.S,2700,3146,630000.0,189000,2023-02-01
2023,2,Alemania,OLD WILLOW COFFEE COMPANY SAS,128,150,32536.290000000005,8960,2023-02-01
2023,2,Alemania,RACAFE & CIA S.C.A.,4455,5196,1335528.8099999998,311850,2023-02-01
2023,2,Alemania,SE ORIGIN  S.A.S,535,624,190107.07,37450,2023-02-01
2023,2,Alemania,TRILLADORAS DE LAS COOPERATIVAS DE,550,641,180000.0,38500,2023-02-01
2023,2,Alemania,SKN CARIBECAFE SAS,1778,2069,801510.64,124460,2023-02-01
2023,2,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,5345,6226,2016812.92,374150,2023-02-01
2023,2,Alemania,SUCAFINA COLOMBIA S.A.S,1500,1748,249999.99,105000,2023-02-01
2023,2,Alemania,URBANIA CAFE S.A.S.,17,20,14834.34,1190,2023-02-01
2023,2,Alemania,LOHAS BEANS SAS BENEFICIO E,270,314,70000.0,18900,2023-02-01
2023,2,Alemania,CARCAFE LTDA,2200,2555,784479.27,154000,2023-02-01
2023,2,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,6,7,50484.2,420,2023-02-01
2023,2,Alemania,INDUSTRIAS ALIADAS S.A.S,864,1008,330675.0,60480,2023-02-01
2023,2,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,4010,4663,1382638.7400000002,280700,2023-02-01
2023,2,Alemania,ALTAMIRA SUPREMO S.A.S,1120,1306,249375.0,78400,2023-02-01
2023,2,Alemania,AMARILLO EXPORT SAS,263,306,175069.83000000007,18410,2023-02-01
2023,2,Alemania,AGROPECUARIA TIERRA VERDE SILVIA,100,117,46684.76,7000,2023-02-01
2023,2,Alemania,COMERCIALIZADORA SIERRA VERDE S.A.S,266,311,67393.73000000001,18620,2023-02-01
2023,2,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,15135,17659,5229465.5200000005,1059450,2023-02-01
2023,2,Alemania,EXPOCOSURCA S.A. C.I.,550,641,118250.0,38500,2023-02-01
2023,2,Alemania,FEDERACION NACIONAL DE CAFETEROS,8105,9436,3179241.610000001,567350,2023-02-01
2023,2,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,1800,2099,410000.01,126000,2023-02-01
2023,3,Alemania,SKN CARIBECAFE SAS,1200,1393,566976.6,84000,2023-03-01
2023,3,Alemania,MASTERCOL TRADING SAS,207,241,90000.0,14490,2023-03-01
2023,3,Alemania,OLAM AGRO COLOMBIA S.A.S,3000,3497,740000.0199999999,210000,2023-03-01
2023,3,Alemania,RACAFE & CIA S.C.A.,1160,1356,352429.35,81200,2023-03-01
2023,3,Alemania,SE ORIGIN  S.A.S,110,129,50000.0,7700,2023-03-01
2023,3,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,3805,4427,1372531.7100000002,266350,2023-03-01
2023,3,Alemania,ECOLSIERRA EXPORT SAS BIC,525,612,210000.0,36750,2023-03-01
2023,3,Alemania,SUCDEN COLOMBIA SAS,2325,2710,589697.19,162750,2023-03-01
2023,3,Alemania,SUNTERRA S.A.S.,72,84,59609.75,5040,2023-03-01
2023,3,Alemania,CONDOR SPECIALTY COFFEE SAS,7725,9015,2641100.9699999997,540750,2023-03-01
2023,3,Alemania,CAFE DE LA TORRE SAS,55,65,48388.98999999999,3850,2023-03-01
2023,3,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,8100,9440,1620000.0100000002,567000,2023-03-01
2023,3,Alemania,SUCAFINA COLOMBIA S.A.S,2350,2740,786921.0,164500,2023-03-01
2023,3,Alemania,INTEGRA TRADING SAS,900,1047,227298.40000000002,63000,2023-03-01
2023,3,Alemania,ALTAMIRA SUPREMO S.A.S,550,642,118250.0,38500,2023-03-01
2023,3,Alemania,EXPORTADORA DEL SUMAPAZ SAS,124,145,24115.8,8680,2023-03-01
2023,3,Alemania,ALEXCAFE S.A.S,285,332,61275.0,19950,2023-03-01
2023,3,Alemania,FEDERACION NACIONAL DE CAFETEROS,7089,8267,2831913.6900000004,496230,2023-03-01
2023,3,Alemania,AMARILLO EXPORT SAS,230,271,121742.49000000002,16100,2023-03-01
2023,3,Alemania,AZAHAR COFFEE COMPANY S.A.S,229,265,57566.700000000004,16030,2023-03-01
2023,3,Alemania,CAFE COLSUAVES S.A.S,285,333,59125.0,19950,2023-03-01
2023,3,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,5555,6464,1933403.21,388850,2023-03-01
2023,3,Alemania,CAFEZAM SAS,275,320,59125.0,19250,2023-03-01
2023,3,Alemania,CARCAFE LTDA,3300,3838,1179289.4999999998,231000,2023-03-01
2023,3,Alemania,COMERCIALIZADORA CUMBRES S.A.S,845,987,210000.0,59150,2023-03-01
2023,3,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,5370,6265,1931766.5300000003,375900,2023-03-01
2023,3,Alemania,COOPERATIVA DE CAFETALEROS DEL NORT,140,163,30100.0,9800,2023-03-01
2023,3,Alemania,CAFE DE SANTA BARBARA S.A.S.,315,372,152584.75999999998,22050,2023-03-01
2023,4,Alemania,RACAFE & CIA S.C.A.,1441,1679,437737.08,100870,2023-04-01
2023,4,Alemania,SE ORIGIN  S.A.S,370,431,140000.0,25900,2023-04-01
2023,4,Alemania,SKN CARIBECAFE SAS,1780,2073,748204.0800000001,124600,2023-04-01
2023,4,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,2872,3345,1025857.0499999999,201040,2023-04-01
2023,4,Alemania,SUCAFINA COLOMBIA S.A.S,1500,1748,250000.01,105000,2023-04-01
2023,4,Alemania,CONDOR SPECIALTY COFFEE SAS,1130,1318,306000.0,79100,2023-04-01
2023,4,Alemania,VERTICAL COFFEE CO SAS,158,190,112150.43999999997,11060,2023-04-01
2023,4,Alemania,ECOLSIERRA EXPORT SAS BIC,730,852,290000.0,51100,2023-04-01
2023,4,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,3300,3859,1178937.1799999997,231000,2023-04-01
2023,4,Alemania,OLAM AGRO COLOMBIA S.A.S,1800,2099,420000.0099999999,126000,2023-04-01
2023,4,Alemania,SUCDEN COLOMBIA SAS,2313,2697,583720.1699999999,161910,2023-04-01
2023,4,Alemania,MASTERCOL TRADING SAS,275,321,90000.0,19250,2023-04-01
2023,4,Alemania,LOHAS BEANS SAS BENEFICIO E,285,333,100000.0,19950,2023-04-01
2023,4,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,2370,2762,888599.78,165900,2023-04-01
2023,4,Alemania,INDUSTRIAS ALIADAS S.A.S,446,520,168120.0,31220,2023-04-01
2023,4,Alemania,FEDERACION NACIONAL DE CAFETEROS,8659,10091,3690271.7899999996,606130,2023-04-01
2023,4,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,1800,2101,628394.7400000001,126000,2023-04-01
2023,4,Alemania,COMERCIALIZADORA CUMBRES S.A.S,269,313,119999.99,18830,2023-04-01
2023,4,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,300,350,90000.0,21000,2023-04-01
2023,4,Alemania,CINCINNATI COFFEE COMPANY S.A.S.,560,650,180000.0,39200,2023-04-01
2023,4,Alemania,CAFEZAM SAS,275,321,59125.0,19250,2023-04-01
2023,4,Alemania,ALTAMIRA SUPREMO S.A.S,560,652,131365.00999999998,39200,2023-04-01
2023,4,Alemania,ALEXCAFE S.A.S,285,333,61275.0,19950,2023-04-01
2023,4,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,2375,2770,480000.0,166250,2023-04-01
2023,5,Alemania,RACAFE & CIA S.C.A.,2924,3411,1013779.92,204680,2023-05-01
2023,5,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,8905,10379,3073701.3099999996,623350,2023-05-01
2023,5,Alemania,SUCAFINA COLOMBIA S.A.S,2100,2447,533794.0,147000,2023-05-01
2023,5,Alemania,SUCDEN COLOMBIA SAS,900,1051,275906.26,63000,2023-05-01
2023,5,Alemania,PROMOTORA CAFE DE ALTURA SAS,95,111,44112.29,6650,2023-05-01
2023,5,Alemania,TRILLADORAS DE LAS COOPERATIVAS DE,1650,1925,540000.0,115500,2023-05-01
2023,5,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,2100,2453,784549.6499999999,147000,2023-05-01
2023,5,Alemania,ECOLSIERRA EXPORT SAS BIC,275,321,120000.0,19250,2023-05-01
2023,5,Alemania,SUNTERRA S.A.S.,228,271,157899.7,15960,2023-05-01
2023,5,Alemania,OLAM AGRO COLOMBIA S.A.S,3950,4606,979999.9900000001,276500,2023-05-01
2023,5,Alemania,CONDOR SPECIALTY COFFEE SAS,555,647,120000.0,38850,2023-05-01
2023,5,Alemania,INVERCAFE CERRITOS SOCIEDAD POR ACC,285,333,101452.52,19950,2023-05-01
2023,5,Alemania,FEDERACION NACIONAL DE CAFETEROS,9660,11263,4089384.84,676200,2023-05-01
2023,5,Alemania,COOPERATIVA DEPARTAMENTAL DE,550,641,120000.0,38500,2023-05-01
2023,5,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,17400,20273,6361201.110000001,1218000,2023-05-01
2023,5,Alemania,COMERCIALIZADORA TIERRA CAFE S.A.S.,275,319,148967.01,19250,2023-05-01
2023,5,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,3300,3846,860000.0,231000,2023-05-01
2023,5,Alemania,CARCAFE LTDA,2200,2558,794018.2,154000,2023-05-01
2023,5,Alemania,AMARILLO EXPORT SAS,467,543,290864.75000000006,32690,2023-05-01
2023,5,Alemania,ALTAMIRA SUPREMO S.A.S,275,320,59125.0,19250,2023-05-01
2023,5,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,4160,4850,1573400.9000000001,291200,2023-05-01
2023,5,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,900,1049,341691.0,63000,2023-05-01
2023,6,Alemania,SUCAFINA COLOMBIA S.A.S,6875,8008,2119949.8,481250,2023-06-01
2023,6,Alemania,SUCDEN COLOMBIA SAS,2678,3123,715464.19,187460,2023-06-01
2023,6,Alemania,TRILLADORAS DE LAS COOPERATIVAS DE,550,643,140000.0,38500,2023-06-01
2023,6,Alemania,ECOLSIERRA EXPORT SAS BIC,250,292,100000.0,17500,2023-06-01
2023,6,Alemania,VIVE CAFÉ S.A. BIC,6,8,4993.09,420,2023-06-01
2023,6,Alemania,LUZ DEL BOSQUE SAS,33,37,25410.01,2310,2023-06-01
2023,6,Alemania,AGROPECUARIA ORGANICA TATAMA SAS,120,141,60000.0,8400,2023-06-01
2023,6,Alemania,SAN MARTIN ORIGIN COFFEE SAS,17,20,21164.4,1190,2023-06-01
2023,6,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,6575,7670,2218229.6100000003,460250,2023-06-01
2023,6,Alemania,AGROSURA S.A.S. ZOMAC,275,321,91399.3,19250,2023-06-01
2023,6,Alemania,SKN CARIBECAFE SAS,1200,1397,529498.33,84000,2023-06-01
2023,6,Alemania,CAFE DE LA TORRE SAS,55,64,53539.10999999999,3850,2023-06-01
2023,6,Alemania,PROMOTORA DE CAFE COLOMBIA S.A.,17,21,13962.28,1190,2023-06-01
2023,6,Alemania,ALTAMIRA SUPREMO S.A.S,550,642,118250.0,38500,2023-06-01
2023,6,Alemania,CARCAFE LTDA,1750,2039,624312.76,122500,2023-06-01
2023,6,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,1500,1751,450000.0,105000,2023-06-01
2023,6,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,8010,9342,2757679.0100000002,560700,2023-06-01
2023,6,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,5960,6949,2059454.4399999995,417200,2023-06-01
2023,6,Alemania,FEDERACION NACIONAL DE CAFETEROS,8775,10232,3629997.7499999995,614250,2023-06-01
2023,6,Alemania,HACIENDA CAFETERA LA PRADERA S.A.S,14,17,11116.48,980,2023-06-01
2023,6,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,1150,1340,347267.0,80500,2023-06-01
2023,6,Alemania,OLAM AGRO COLOMBIA S.A.S,1500,1745,349999.99,105000,2023-06-01
2023,6,Alemania,DESCAFEINADORA COLOMBIANA S.A.S,1,1,2787.84,70,2023-06-01
2023,6,Alemania,RACAFE & CIA S.C.A.,875,1020,294698.20999999996,61250,2023-06-01
2023,7,Alemania,OLAM AGRO COLOMBIA S.A.S,3600,4195,839999.99,252000,2023-07-01
2023,7,Alemania,TOURIST COFFEE SAS,2,2,2983.0,140,2023-07-01
2023,7,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,2878,3359,842203.08,201460,2023-07-01
2023,7,Alemania,AGROSURA S.A.S. ZOMAC,275,320,90839.98999999999,19250,2023-07-01
2023,7,Alemania,CONDOR SPECIALTY COFFEE SAS,560,653,120000.0,39200,2023-07-01
2023,7,Alemania,SUCDEN COLOMBIA SAS,875,1019,239932.31,61250,2023-07-01
2023,7,Alemania,SUCAFINA COLOMBIA S.A.S,4841,5643,1448414.97,338870,2023-07-01
2023,7,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,6585,7677,1834257.1500000001,460950,2023-07-01
2023,7,Alemania,SKN CARIBECAFE SAS,4210,4906,1712213.7600000002,294700,2023-07-01
2023,7,Alemania,RACAFE & CIA S.C.A.,285,332,90000.0,19950,2023-07-01
2023,7,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,595,694,251272.0,41650,2023-07-01
2023,7,Alemania,FEDERACION NACIONAL DE CAFETEROS,4655,5429,2129633.7199999997,325850,2023-07-01
2023,7,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,10200,11910,3077834.56,714000,2023-07-01
2023,7,Alemania,COFFEE ROASTING S.A.S,2,2,1282.0,140,2023-07-01
2023,7,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,6900,8043,1750000.0300000003,483000,2023-07-01
2023,7,Alemania,CARCAFE LTDA,5150,5980,1752787.7800000003,360500,2023-07-01
2023,7,Alemania,AMARILLO EXPORT SAS,264,307,144727.9,18480,2023-07-01
2023,7,Alemania,ALTAMIRA SUPREMO S.A.S,275,321,59125.0,19250,2023-07-01
2023,7,Alemania,ALEXCAFE S.A.S,285,332,59125.0,19950,2023-07-01
2023,7,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,4785,5579,1474020.55,334950,2023-07-01
2023,7,Alemania,INTEGRA TRADING SAS,286,334,60000.0,20020,2023-07-01
2023,8,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,4135,4808,1280000.0099999998,289450,2023-08-01
2023,8,Alemania,SUCAFINA COLOMBIA S.A.S,1500,1748,390000.0,105000,2023-08-01
2023,8,Alemania,SUCDEN COLOMBIA SAS,600,700,180658.32,42000,2023-08-01
2023,8,Alemania,TRILLADORAS DE LAS COOPERATIVAS DE,275,321,70000.0,19250,2023-08-01
2023,8,Alemania,RACAFE & CIA S.C.A.,2891,3368,882284.21,202370,2023-08-01
2023,8,Alemania,ECOLSIERRA EXPORT SAS BIC,114,133,43140.0,7980,2023-08-01
2023,8,Alemania,AGROSURA S.A.S. ZOMAC,275,320,91020.11,19250,2023-08-01
2023,8,Alemania,SKN CARIBECAFE S.A.S.,1485,1730,462764.57,103950,2023-08-01
2023,8,Alemania,CONDOR SPECIALTY COFFEE SAS,840,978,180000.01,58800,2023-08-01
2023,8,Alemania,PROMOTORA DE CAFE COLOMBIA S.A.,40,47,30185.1,2800,2023-08-01
2023,8,Alemania,AMARILLO EXPORTS SAS,478,559,319170.78,33460,2023-08-01
2023,8,Alemania,OLAM AGRO COLOMBIA S.A.S,7560,8806,1910000.0399999998,529200,2023-08-01
2023,8,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,2300,2681,684786.24,161000,2023-08-01
2023,8,Alemania,ALTAMIRA SUPREMO S.A.S,3406,3970,275199.99,238420,2023-08-01
2023,8,Alemania,CAFE GRANJA LA ESPERANZA  S.A. C.I.,33,38,20855.0,2310,2023-08-01
2023,8,Alemania,CARCAFE LTDA,3150,3657,990400.73,220500,2023-08-01
2023,8,Alemania,PROMOTORA CAFE DE ALTURA SAS,195,227,49999.99,13650,2023-08-01
2023,8,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,2650,3090,760460.7,185500,2023-08-01
2023,8,Alemania,DESCAFEINADORA COLOMBIANA S.A.S,1,1,2787.84,70,2023-08-01
2023,8,Alemania,FEDERACION NACIONAL DE CAFETEROS,12630,14721,4703069.97,884100,2023-08-01
2023,8,Alemania,MASTERCOL TRADING SAS,50,58,18408.94,3500,2023-08-01
2023,8,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,1800,2098,540000.0,126000,2023-08-01
2023,9,Alemania,PROMOTORA DE CAFE COLOMBIA S.A.,46,54,66555.01,3220,2023-09-01
2023,9,Alemania,SKN CARIBECAFE S.A.S.,300,349,142532.6,21000,2023-09-01
2023,9,Alemania,VIVE CAFÉ S.A. BIC,13,14,11211.88,910,2023-09-01
2023,9,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,1775,2074,474688.05,124250,2023-09-01
2023,9,Alemania,POSTOBON S.A.,1,1,110.72999999999999,70,2023-09-01
2023,9,Alemania,CONDOR SPECIALTY COFFEE SAS,280,326,60000.0,19600,2023-09-01
2023,9,Alemania,SUCDEN COLOMBIA SAS,900,1049,232983.89,63000,2023-09-01
2023,9,Alemania,SUCAFINA COLOMBIA S.A.S,3000,3497,720000.0,210000,2023-09-01
2023,9,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,7145,8321,2192920.6799999997,500150,2023-09-01
2023,9,Alemania,RACAFE & CIA S.C.A.,870,1013,215440.34000000003,60900,2023-09-01
2023,9,Alemania,PROMOTORA CAFE DE ALTURA SAS,98,115,46220.28999999999,6860,2023-09-01
2023,9,Alemania,OLAM AGRO COLOMBIA S.A.S,4250,4954,1050000.01,297500,2023-09-01
2023,9,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,1186,1383,332708.4,83020,2023-09-01
2023,9,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,600,698,197635.0,42000,2023-09-01
2023,9,Alemania,ALTAMIRA SUPREMO S.A.S,825,961,177375.0,57750,2023-09-01
2023,9,Alemania,CAFE COLSUAVES S.A.S,285,332,61275.0,19950,2023-09-01
2023,9,Alemania,CAFE GRANJA LA ESPERANZA  S.A. C.I.,8,9,19753.22,560,2023-09-01
2023,9,Alemania,CARCAFE LTDA,3555,4129,895117.7799999998,248850,2023-09-01
2023,9,Alemania,CAFE DE SANTA BARBARA S.A.S.,177,207,81527.74,12390,2023-09-01
2023,9,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,3900,4547,1110074.05,273000,2023-09-01
2023,9,Alemania,DESCAFEINADORA COLOMBIANA S.A.S,0,0,11.629999999999999,0,2023-09-01
2023,9,Alemania,EXPOCOSURCA S.A. C.I.,550,639,118250.0,38500,2023-09-01
2023,9,Alemania,FEDERACION NACIONAL DE CAFETEROS,15421,17967,5451189.41,1079470,2023-09-01
2023,9,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,600,698,180000.0,42000,2023-09-01
2023,10,Alemania,URBANIA CAFE S.A.S.,123,144,70669.25,8610,2023-10-01
2023,10,Alemania,SUCAFINA COLOMBIA S.A.S,900,1049,251716.0,63000,2023-10-01
2023,10,Alemania,SUCDEN COLOMBIA SAS,1500,1751,342464.13,105000,2023-10-01
2023,10,Alemania,TRILLADORA DE CAFE MORENO SAS,1100,1285,270762.97,77000,2023-10-01
2023,10,Alemania,CONDOR SPECIALTY COFFEE SAS,3850,4491,932276.0599999999,269500,2023-10-01
2023,10,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,885,1033,227991.91999999998,61950,2023-10-01
2023,10,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,5070,5928,1372923.29,354900,2023-10-01
2023,10,Alemania,CAFE DE LA TORRE SAS,82,93,75028.14,5740,2023-10-01
2023,10,Alemania,TOURIST COFFEE SAS,2,3,3176.6,140,2023-10-01
2023,10,Alemania,SKN CARIBECAFE S.A.S.,5250,6102,2078813.4200000004,367500,2023-10-01
2023,10,Alemania,AGROSURA S.A.S. ZOMAC,600,701,120251.43,42000,2023-10-01
2023,10,Alemania,RACAFE & CIA S.C.A.,4470,5210,1132537.62,312900,2023-10-01
