año,Mes,País destino,Nombre exportador,sacos_70,sacos_60,valor_usd,total_kg,fecha
2023,10,Alemania,ALTAMIRA SUPREMO S.A.S,835,973,177375.0,58450,2023-10-01
2023,10,Alemania,OSITO COLOMBIA SAS,32,40,7000.0,2240,2023-10-01
2023,10,Alemania,PROMOTORA DE CAFE COLOMBIA S.A.,3,4,4235.58,210,2023-10-01
2023,10,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,600,701,147525.93,42000,2023-10-01
2023,10,Alemania,CARCAFE LTDA,620,718,115816.05,43400,2023-10-01
2023,10,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,3900,4547,1100000.01,273000,2023-10-01
2023,10,Alemania,COMPAÑIA NACIONAL DEL CAFÉ S.A.S,5100,5949,1428883.54,357000,2023-10-01
2023,10,Alemania,CENTRAL COOPERATIVA INDIGENA DEL,285,333,61275.009999999995,19950,2023-10-01
2023,10,Alemania,INVERCAFE CERRITOS SOCIEDAD POR ACC,825,962,222168.39,57750,2023-10-01
2023,10,Alemania,LATORRE & DUTCH COFFEE COLOMBIA S.A,161,187,121424.39000000001,11270,2023-10-01
2023,10,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,300,350,84052.0,21000,2023-10-01
2023,10,Alemania,OLAM AGRO COLOMBIA S.A.S,3363,3918,840000.0,235410,2023-10-01
2023,10,Alemania,FEDERACION NACIONAL DE CAFETEROS,8483,9895,3170587.63,593810,2023-10-01
2023,11,Alemania,SUNTERRA S.A.S.,40,47,20585.36,2800,2023-11-01
2023,11,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,6785,7915,1962190.1700000004,474950,2023-11-01
2023,11,Alemania,SUCAFINA COLOMBIA S.A.S,3525,4102,908624.0,246750,2023-11-01
2023,11,Alemania,MANTAGRO SAS,284,332,92762.4,19880,2023-11-01
2023,11,Alemania,SUCDEN COLOMBIA SAS,2386,2785,614863.62,167020,2023-11-01
2023,11,Alemania,TRILLADORA DE CAFE MORENO SAS,550,644,135599.44,38500,2023-11-01
2023,11,Alemania,COMPAÑIA NACIONAL DEL CAFE SAS,7700,8998,2121805.83,539000,2023-11-01
2023,11,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,9459,11046,2512846.539999999,662130,2023-11-01
2023,11,Alemania,VIVE CAFÉ S.A. BIC,7,8,6055.34,490,2023-11-01
2023,11,Alemania,SKN CARIBECAFE S.A.S.,17195,20030,6412273.940000003,1203650,2023-11-01
2023,11,Alemania,AMARILLO EXPORTS SAS,302,351,235677.03000000006,21140,2023-11-01
2023,11,Alemania,RACAFE & CIA S.C.A.,2935,3421,749727.61,205450,2023-11-01
2023,11,Alemania,TRILLADORAS DE LAS COOPERATIVAS DE,1650,1928,419999.99,115500,2023-11-01
2023,11,Alemania,PROMOTORA CAFE DE ALTURA SAS,242,283,63491.200000000004,16940,2023-11-01
2023,11,Alemania,FEDERACION NACIONAL DE CAFETEROS,7146,8336,2747593.9699999993,500220,2023-11-01
2023,11,Alemania,LOHAS BEANS SAS BENEFICIO E,275,322,70000.0,19250,2023-11-01
2023,11,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,3175,3704,707672.0,222250,2023-11-01
2023,11,Alemania,ALEXCAFE S.A.S,3300,3853,709500.0,231000,2023-11-01
2023,11,Alemania,ALTAMIRA SUPREMO S.A.S,560,653,120400.0,39200,2023-11-01
2023,11,Alemania,CAFE DE SANTA BARBARA S.A.S.,169,198,75352.56,11830,2023-11-01
2023,11,Alemania,CARAVELA COLOMBIA S.A.S,443,517,95245.0,31010,2023-11-01
2023,11,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,4695,5477,1251293.1099999996,328650,2023-11-01
2023,11,Alemania,COMERCIALIZADORA CUMBRES S.A.S,283,332,84389.6,19810,2023-11-01
2023,11,Alemania,COOPERATIVA DEPARTAMENTAL DE,275,321,88778.23,19250,2023-11-01
2023,11,Alemania,EXPOCOSURCA S.A. C.I.,885,1031,190275.0,61950,2023-11-01
2023,11,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,623,727,284033.69,43610,2023-11-01
2023,11,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,1800,2099,489999.99,126000,2023-11-01
2023,11,Alemania,INVERCAFE CERRITOS SOCIEDAD POR ACC,920,1071,242131.63999999998,64400,2023-11-01
2023,12,Alemania,SUCAFINA COLOMBIA S.A.S,2700,3143,630000.0,189000,2023-12-01
2023,12,Alemania,SUCDEN COLOMBIA SAS,1800,2102,431888.99000000005,126000,2023-12-01
2023,12,Alemania,TRILLADORA COMERCIALIZADORA Y,105,123,48107.81,7350,2023-12-01
2023,12,Alemania,TRILLADORA DE CAFE MORENO SAS,1650,1921,409686.24,115500,2023-12-01
2023,12,Alemania,ASOCIACION DE PRODUCTORES,120,140,45291.36,8400,2023-12-01
2023,12,Alemania,SKN CARIBECAFE S.A.S.,18386,21396,6992845.119999998,1287020,2023-12-01
2023,12,Alemania,COMPAÑIA NACIONAL DEL CAFE SAS,3275,3826,942320.3,229250,2023-12-01
2023,12,Alemania,ASOCIACION DE AUTORIDADES DEL,250,292,60000.0,17500,2023-12-01
2023,12,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,5010,5837,1536038.0199999998,350700,2023-12-01
2023,12,Alemania,CAFE DE LA TORRE SAS,97,113,60000.03000000001,6790,2023-12-01
2023,12,Alemania,RACAFE & CIA S.C.A.,2920,3400,765575.2000000001,204400,2023-12-01
2023,12,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,1500,1750,394546.97000000003,105000,2023-12-01
2023,12,Alemania,MASTERCOL TRADING SAS,238,277,120000.01000000001,16660,2023-12-01
2023,12,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,10165,11842,2920042.5500000007,711550,2023-12-01
2023,12,Alemania,CARCAFE LTDA,1200,1402,372477.25,84000,2023-12-01
2023,12,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,4500,5248,1150000.0099999998,315000,2023-12-01
2023,12,Alemania,COMERCIALIZADORA TIERRA CAFE S.A.S.,277,324,150796.38,19390,2023-12-01
2023,12,Alemania,ALTAMIRA SUPREMO S.A.S,1110,1294,238650.0,77700,2023-12-01
2023,12,Alemania,COOPERATIVA CENTRAL DE CAFICULTORES,825,963,266625.0,57750,2023-12-01
2023,12,Alemania,FEDERACION NACIONAL DE CAFETEROS,11175,13014,3905214.3200000003,782250,2023-12-01
2023,12,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,33,39,12555.0,2310,2023-12-01
2023,12,Alemania,INDUSTRIAS ALIADAS S.A.S,384,449,144382.5,26880,2023-12-01
2023,12,Alemania,CONDOR SPECIALTY COFFEE S.A.S,275,321,69667.92,19250,2023-12-01
2023,12,Alemania,OLAM AGRO COLOMBIA S.A.S,4250,4953,1050000.01,297500,2023-12-01
2024,1,Alemania,SUCDEN COLOMBIA SAS,4350,5069,1129316.7299999997,304500,2024-01-01
2024,1,Alemania,LOUIS DREYFUS COMPANY COLOMBIA SAS,1200,1399,352414.0,84000,2024-01-01
2024,1,Alemania,COMPAÑIA NACIONAL DEL CAFE SAS,900,1050,275678.75,63000,2024-01-01
2024,1,Alemania,SKN CARIBECAFE S.A.S.,1925,2240,604723.78,134750,2024-01-01
2024,1,Alemania,TEAM TAP S.A.S,285,332,50000.0,19950,2024-01-01
2024,1,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,2040,2379,547320.3099999999,142800,2024-01-01
2024,1,Alemania,AGROSURA S.A.S. ZOMAC,875,1021,244892.0,61250,2024-01-01
2024,1,Alemania,ECOLSIERRA EXPORT SAS BIC,535,624,160000.0,37450,2024-01-01
2024,1,Alemania,SUCAFINA COLOMBIA S.A.S,2864,3339,721209.13,200480,2024-01-01
2024,1,Alemania,RACAFE & CIA S.C.A.,855,997,228619.16,59850,2024-01-01
2024,1,Alemania,FEDERACION NACIONAL DE CAFETEROS,5885,6863,2266702.5,411950,2024-01-01
2024,1,Alemania,CONDOR SPECIALTY COFFEE S.A.S,600,699,151602.0,42000,2024-01-01
2024,1,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,3000,3498,860000.0099999998,210000,2024-01-01
2024,1,Alemania,CARCAFE LTDA,1750,2036,566500.5800000001,122500,2024-01-01
2024,1,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,6550,7628,2016098.0300000003,458500,2024-01-01
2024,1,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,6155,7169,1793862.4699999997,430850,2024-01-01
2024,2,Alemania,SUCAFINA COLOMBIA S.A.S,3030,3529,779999.98,212100,2024-02-01
2024,2,Alemania,SUCDEN COLOMBIA SAS,1775,2068,520422.93999999994,124250,2024-02-01
2024,2,Alemania,SUNTERRA S.A.S.,56,66,67627.23,3920,2024-02-01
2024,2,Alemania,AGROSURA S.A.S. ZOMAC,300,349,83952.0,21000,2024-02-01
2024,2,Alemania,COMPAÑIA NACIONAL DEL CAFE SAS,3600,4206,1117455.58,252000,2024-02-01
2024,2,Alemania,TEAM TAP S.A.S,600,701,180000.0,42000,2024-02-01
2024,2,Alemania,SKN CARIBECAFE S.A.S.,275,321,76337.91,19250,2024-02-01
2024,2,Alemania,LOUIS DREYFUS COMPANY COLOMBIA SAS,600,699,119999.98999999999,42000,2024-02-01
2024,2,Alemania,AMARILLO EXPORTS S.A.S.,250,291,199090.72999999998,17500,2024-02-01
2024,2,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,1200,1399,320216.1,84000,2024-02-01
2024,2,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,10020,11672,3123871.37,701400,2024-02-01
2024,2,Alemania,RACAFE & CIA S.C.A.,1035,1210,308671.51,72450,2024-02-01
2024,2,Alemania,LOHAS BEANS SAS BENEFICIO E,275,321,70000.0,19250,2024-02-01
2024,2,Alemania,INTEGRA TRADING SAS,600,698,151408.13,42000,2024-02-01
2024,2,Alemania,FEDERACION NACIONAL DE CAFETEROS,10071,11734,3439839.4200000013,704970,2024-02-01
2024,2,Alemania,FARO TRILLADORA DE CAFE SAS,236,277,59851.72000000001,16520,2024-02-01
2024,2,Alemania,CONDOR SPECIALTY COFFEE S.A.S,550,642,160000.0,38500,2024-02-01
2024,2,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,4800,5600,1340000.0000000002,336000,2024-02-01
2024,2,Alemania,CARCAFE LTDA,2740,3182,855866.18,191800,2024-02-01
2024,2,Alemania,CAFE DE SANTA BARBARA S.A.S.,28,32,15262.45,1960,2024-02-01
2024,2,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,1750,2039,527602.82,122500,2024-02-01
2024,2,Alemania,SE ORIGIN  S.A.S,285,333,90000.0,19950,2024-02-01
2024,3,Alemania,RACAFE & CIA S.C.A.,285,332,92358.0,19950,2024-03-01
2024,3,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,2235,2605,679531.0,156450,2024-03-01
2024,3,Alemania,SUCAFINA COLOMBIA S.A.S,2975,3461,764102.0,208250,2024-03-01
2024,3,Alemania,SUCDEN COLOMBIA SAS,2100,2449,613598.8400000001,147000,2024-03-01
2024,3,Alemania,TRILLADORA DE CAFE MORENO SAS,275,320,74666.13,19250,2024-03-01
2024,3,Alemania,ECOLSIERRA EXPORT SAS BIC,250,291,70000.0,17500,2024-03-01
2024,3,Alemania,LOUIS DREYFUS COMPANY COLOMBIA SAS,1500,1748,300000.0,105000,2024-03-01
2024,3,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,3300,3847,950788.91,231000,2024-03-01
2024,3,Alemania,CAFE DE LA TORRE SAS,52,60,40495.869999999995,3640,2024-03-01
2024,3,Alemania,COMPAÑIA NACIONAL DEL CAFE SAS,10200,11903,3288801.43,714000,2024-03-01
2024,3,Alemania,OLAM AGRO COLOMBIA S.A.S,3700,4314,910000.0000000001,259000,2024-03-01
2024,3,Alemania,AMARILLO EXPORTS S.A.S.,282,330,207197.98000000004,19740,2024-03-01
2024,3,Alemania,AGROSURA S.A.S. ZOMAC,300,350,89105.0,21000,2024-03-01
2024,3,Alemania,LOHAS BEANS SAS BENEFICIO E,284,330,100000.01,19880,2024-03-01
2024,3,Alemania,SKN CARIBECAFE S.A.S.,2950,3435,884577.1000000001,206500,2024-03-01
2024,3,Alemania,INTEGRA TRADING SAS,1500,1745,378381.13,105000,2024-03-01
2024,3,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,2010,2345,634767.8200000001,140700,2024-03-01
2024,3,Alemania,INVERCAFE CERRITOS SOCIEDAD POR ACC,300,351,60094.29,21000,2024-03-01
2024,3,Alemania,ALTAMIRA SUPREMO S.A.S,275,319,59125.0,19250,2024-03-01
2024,3,Alemania,CAFE GRANJA LA ESPERANZA  S.A. C.I.,1,1,7672.01,70,2024-03-01
2024,3,Alemania,CARCAFE LTDA,5105,5938,1627571.09,357350,2024-03-01
2024,3,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,2699,3148,836884.1900000001,188930,2024-03-01
2024,3,Alemania,ALEXCAFE S.A.S,1500,1749,322499.99,105000,2024-03-01
2024,3,Alemania,COOPERATIVA DE CAFETALEROS DEL NORT,197,230,42355.0,13790,2024-03-01
2024,3,Alemania,COOPERATIVA DEPARTAMENTAL DE,279,326,90000.0,19530,2024-03-01
2024,3,Alemania,FEDERACION NACIONAL DE CAFETEROS,12989,15131,4249994.369999999,909230,2024-03-01
2024,3,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,141,164,101046.1,9870,2024-03-01
2024,3,Alemania,INDUSTRIAS ALIADAS S.A.S,418,488,123525.0,29260,2024-03-01
2024,3,Alemania,CONDOR SPECIALTY COFFEE S.A.S,2852,3325,549999.99,199640,2024-03-01
2024,4,Alemania,SUCAFINA COLOMBIA S.A.S,3200,3734,842791.9900000001,224000,2024-04-01
2024,4,Alemania,SUCDEN COLOMBIA SAS,300,351,70000.0,21000,2024-04-01
2024,4,Alemania,SUNTERRA S.A.S.,202,235,186604.86,14140,2024-04-01
2024,4,Alemania,TRILLADORA COMERCIALIZADORA Y,3,3,2103.2,210,2024-04-01
2024,4,Alemania,VIVE CAFÉ S.A. BIC,9,10,7918.56,630,2024-04-01
2024,4,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,3600,4198,1125465.4500000002,252000,2024-04-01
2024,4,Alemania,SKN CARIBECAFE S.A.S.,1800,2096,645668.26,126000,2024-04-01
2024,4,Alemania,COMPAÑIA NACIONAL DEL CAFE SAS,3250,3793,1049229.36,227500,2024-04-01
2024,4,Alemania,LOUIS DREYFUS COMPANY COLOMBIA SAS,2686,3128,587700.0,188020,2024-04-01
2024,4,Alemania,TRILLADORAS DE LAS COOPERATIVAS DE,300,350,70000.0,21000,2024-04-01
2024,4,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,1435,1676,433225.52,100450,2024-04-01
2024,4,Alemania,OLAM AGRO COLOMBIA S.A.S,2792,3255,740000.0,195440,2024-04-01
2024,4,Alemania,LOHAS BEANS SAS BENEFICIO E,320,373,148652.91999999998,22400,2024-04-01
2024,4,Alemania,INTEGRA TRADING SAS,900,1050,227703.33000000002,63000,2024-04-01
2024,4,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,279,325,106500.0,19530,2024-04-01
2024,4,Alemania,FEDERACION NACIONAL DE CAFETEROS,10727,12502,3805935.8599999994,750890,2024-04-01
2024,4,Alemania,DESCAFEINADORA COLOMBIANA S.A.S,1,1,2787.84,70,2024-04-01
2024,4,Alemania,COMERCIALIZADORA CUMBRES S.A.S,275,320,133428.59,19250,2024-04-01
2024,4,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,3300,3847,940000.0,231000,2024-04-01
2024,4,Alemania,ALTAMIRA SUPREMO S.A.S,550,640,118250.0,38500,2024-04-01
2024,4,Alemania,AGROPECUARIA TIERRA VERDE SILVIA,171,200,62998.5,11970,2024-04-01
2024,4,Alemania,SE ORIGIN  S.A.S,556,649,150000.0,38920,2024-04-01
2024,5,Alemania,TRILLADORAS DE LAS COOPERATIVAS DE,575,671,173352.08000000002,40250,2024-05-01
2024,5,Alemania,URBANIA CAFE S.A.S.,126,147,72352.0,8820,2024-05-01
2024,5,Alemania,AMARILLO EXPORTS S.A.S.,143,169,97567.77,10010,2024-05-01
2024,5,Alemania,ECOLSIERRA EXPORT SAS BIC,200,232,50000.0,14000,2024-05-01
2024,5,Alemania,LOUIS DREYFUS COMPANY COLOMBIA SAS,7050,8217,1473108.8800000004,493500,2024-05-01
2024,5,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,8100,9448,2575246.0500000003,567000,2024-05-01
2024,5,Alemania,SKN CARIBECAFE S.A.S.,2650,3089,982159.9600000001,185500,2024-05-01
2024,5,Alemania,COMPAÑIA NACIONAL DEL CAFE SAS,4800,5605,1891325.6500000004,336000,2024-05-01
2024,5,Alemania,SUCDEN COLOMBIA SAS,2100,2454,672501.4199999999,147000,2024-05-01
2024,5,Alemania,LUZ DEL BOSQUE SAS,45,50,28268.280000000002,3150,2024-05-01
2024,5,Alemania,SUCAFINA COLOMBIA S.A.S,2000,2333,533862.5399999999,140000,2024-05-01
2024,5,Alemania,CONDOR SPECIALTY COFFEE S.A.S,2570,2998,600000.01,179900,2024-05-01
2024,5,Alemania,RACAFE & CIA S.C.A.,600,699,202593.7,42000,2024-05-01
2024,5,Alemania,INTEGRA TRADING SAS,900,1052,314397.36,63000,2024-05-01
2024,5,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,2,2,10900.1,140,2024-05-01
2024,5,Alemania,FEDERACION NACIONAL DE CAFETEROS,8510,9925,3049729.0499999993,595700,2024-05-01
2024,5,Alemania,COMERCIALIZADORA INTERNACIONAL,9,10,2802.8,630,2024-05-01
2024,5,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,1500,1749,410000.01,105000,2024-05-01
2024,5,Alemania,CARCAFE LTDA,1127,1317,368665.79999999993,78890,2024-05-01
2024,5,Alemania,CAFEZAM SAS,286,334,61490.0,20020,2024-05-01
2024,5,Alemania,ALTAMIRA SUPREMO S.A.S,825,961,177375.0,57750,2024-05-01
2024,5,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,4500,5248,1444892.43,315000,2024-05-01
2024,5,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,4710,5491,1302246.74,329700,2024-05-01
2024,6,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,7745,9031,2359282.0,542150,2024-06-01
2024,6,Alemania,SUCAFINA COLOMBIA S.A.S,2100,2445,670000.0,147000,2024-06-01
2024,6,Alemania,SUCDEN COLOMBIA SAS,3975,4630,1097604.08,278250,2024-06-01
2024,6,Alemania,ECOLSIERRA EXPORT SAS BIC,275,320,90000.0,19250,2024-06-01
2024,6,Alemania,LOUIS DREYFUS COMPANY COLOMBIA SAS,15385,17936,3681087.8100000005,1076950,2024-06-01
2024,6,Alemania,EQUATION COFFEE S.A.S,2,2,12770.24,140,2024-06-01
2024,6,Alemania,SKN CARIBECAFE S.A.S.,2375,2768,852627.8,166250,2024-06-01
2024,6,Alemania,COMPAÑIA NACIONAL DEL CAFE SAS,12575,14695,4603954.04,880250,2024-06-01
2024,6,Alemania,RACAFE & CIA S.C.A.,3850,4486,1279624.07,269500,2024-06-01
2024,6,Alemania,AMARILLO EXPORTS S.A.S.,185,215,117946.36000000003,12950,2024-06-01
2024,6,Alemania,TEAM TAP S.A.S,1185,1381,366507.04000000004,82950,2024-06-01
2024,6,Alemania,PROMOTORA CAFE DE ALTURA SAS,266,311,58289.55,18620,2024-06-01
2024,6,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.,5385,6283,1764207.69,376950,2024-06-01
2024,6,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,985,1149,369267.25,68950,2024-06-01
2024,6,Alemania,OLAM AGRO COLOMBIA S.A.S,264,309,97159.98999999999,18480,2024-06-01
2024,6,Alemania,ALTAMIRA SUPREMO S.A.S,285,332,61275.0,19950,2024-06-01
2024,6,Alemania,CAFE GRANJA LA ESPERANZA  S.A. C.I.,2,4,6668.91,140,2024-06-01
2024,6,Alemania,CARCAFE LTDA,1700,1906,460607.91000000003,119000,2024-06-01
2024,6,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,5700,6650,1679477.0099999998,399000,2024-06-01
2024,6,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,3300,3845,1196647.97,231000,2024-06-01
2024,6,Alemania,CONDOR SPECIALTY COFFEE S.A.S,285,334,60000.0,19950,2024-06-01
2024,6,Alemania,COOPERATIVA CENTRAL DE CAFICULTORES,275,321,70000.0,19250,2024-06-01
2024,6,Alemania,EXPOCOSURCA S.A. C.I.,550,641,118250.0,38500,2024-06-01
2024,6,Alemania,EXPORTADORA DEL SUMAPAZ SAS,97,113,37215.1,6790,2024-06-01
2024,6,Alemania,FEDERACION NACIONAL DE CAFETEROS,20240,23596,6491479.250000002,1416800,2024-06-01
2024,6,Alemania,COFFEE ROASTING S.A.S,3,3,2458.0,210,2024-06-01
2024,7,Alemania,TRILLADORA DE CAFE MORENO SAS,825,960,286145.11,57750,2024-07-01
2024,7,Alemania,TRILLADORAS DE LAS COOPERATIVAS DE,229,267,90000.0,16030,2024-07-01
2024,7,Alemania,TEAM TAP S.A.S,2100,2446,644353.0800000001,147000,2024-07-01
2024,7,Alemania,VIVE CAFÉ S.A. BIC,9,10,7918.56,630,2024-07-01
2024,7,Alemania,COMPAÑIA NACIONAL DEL CAFE SAS,900,1047,320136.35,63000,2024-07-01
2024,7,Alemania,LOUIS DREYFUS COMPANY COLOMBIA SAS,9375,10928,2128154.9399999995,656250,2024-07-01
2024,7,Alemania,CUATRO VIENTOS SPECIALTY ORIGINS,285,332,109816.64,19950,2024-07-01
2024,7,Alemania,COMPAÑIA CAFETERA LA MESETA S.A.S,2375,2769,807354.97,166250,2024-07-01
2024,7,Alemania,TRILLADORA COMERCIALIZADORA Y,104,124,59481.470000000016,7280,2024-07-01
2024,7,Alemania,SKN CARIBECAFE S.A.S.,8700,10134,3546469.080000001,609000,2024-07-01
2024,7,Alemania,SUCDEN COLOMBIA SAS,1892,2205,660767.9,132440,2024-07-01
2024,7,Alemania,COOPERATIVA CENTRAL DE CAFICULTORES,275,321,90000.0,19250,2024-07-01
2024,7,Alemania,SOCIEDAD EXPORTADORA DE CAFE DE,7140,8321,2384057.65,499800,2024-07-01
2024,7,Alemania,RACAFE & CIA S.C.A.,2385,2778,812572.97,166950,2024-07-01
2024,7,Alemania,OLAM AGRO COLOMBIA S.A.S,3000,3495,1006150.2,210000,2024-07-01
2024,7,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,601,701,259769.5,42070,2024-07-01
2024,7,Alemania,FEDERACION NACIONAL DE CAFETEROS,20309,23657,7247669.770000001,1421630,2024-07-01
2024,7,Alemania,CONDOR SPECIALTY COFFEE S.A.S,280,326,60000.0,19600,2024-07-01
2024,7,Alemania,COFCO INTERNATIONAL COLOMBIA SAS,5700,6649,1469999.98,399000,2024-07-01
2024,7,Alemania,CARCAFE LTDA,4800,5591,1929947.8699999999,336000,2024-07-01
2024,7,Alemania,CAFE DON ANTONIO SAS,119,139,43237.47,8330,2024-07-01
2024,7,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,5675,6612,2100441.15,397250,2024-07-01
2024,7,Alemania,COOPERATIVA DE CAFICULTORES DEL QUI,138,162,58720.04,9660,2024-07-01
2024,7,Alemania,SUCAFINA COLOMBIA S.A.S,1450,1690,371383.87999999995,101500,2024-07-01
2024,7,Alemania,DISTRIBUIDORA DE PRODUCTOS IMPORTAD,501,584,104999.98999999999,35070,2024-07-01
