Año,Mes,País destino,Nombre exportador,Sacos de 70 kg. equivalente real Exportados,Sacos de 60 Kg. Exportados,Valor Factura (USD)*,total_kg,fecha
2017,1,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,4691,5471,1133799.6400000001,656630,2017-01-01
2017,1,Alemania,ALTAMIRA SUPREMO S.A.S.,825,962,150000.0,115470,2017-01-01
2017,1,Alemania,BANCA EXPORTADORA S.A BANEXPORT,275,321,80000.0,38510,2017-01-01
2017,1,Alemania,C. I. KYOTO LOHAS BEANS S.A.S,271,316,96744.25,37930,2017-01-01
2017,1,Alemania,CAFE COLSUAVES S.A.S,300,350,64500.0,42000,2017-01-01
2017,1,Alemania,CARAVELA COLOMBIA S.A.S,286,334,61490.0,40060,2017-01-01
2017,1,Alemania,CARCAFE LTDA,3107,3625,778706.25,434990,2017-01-01
2017,1,Alemania,COFCO COLOMBIA S.A.S,275,321,50000.0,38510,2017-01-01
2017,1,Alemania,COMERCIALIZADORA TIERRA CAFE S.A.S.,283,332,101571.16999999998,39730,2017-01-01
2017,1,Alemania,COMPAÑÍA CAFETERA LA MESETA S.A.,3596,4197,908269.31,503540,2017-01-01
2017,1,Alemania,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,899,1049,207630.77,125870,2017-01-01
2017,1,Alemania,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,6783,7912,1777309.6700000002,949530,2017-01-01
2017,1,Alemania,COOPERATIVA DE CAFICULTORES,190,223,88090.0,26680,2017-01-01
2017,1,Alemania,DESCAFEINADORA COLOMBIANA S.A.S,1,1,2475.0,130,2017-01-01
2017,1,Alemania,ENGELHART CTP (COLOMBIA )  S.A.S.,10237,11943,2175992.0799999996,1433170,2017-01-01
2017,1,Alemania,FEDERACION NACIONAL DE CAFETEROS,16948,19770,4515533.249999999,2372560,2017-01-01
2017,1,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,114,132,42784.0,15900,2017-01-01
2017,1,Alemania,INDUSTRIAS ALIADAS S.A.S,458,534,104720.0,64100,2017-01-01
2017,1,Alemania,LOUIS DREYFUS COMPANY COLOMBIA,7727,9015,1300000.0,1081790,2017-01-01
2017,1,Alemania,LOUIS DREYFUS COMPANY COLOMBIA S.A.,2401,2801,400000.01,336130,2017-01-01
2017,1,Alemania,OLAM AGRO COLOMBIA S.A.S,1100,1283,236284.99,153980,2017-01-01
2017,1,Alemania,PROMOTORA DE INVERSIONES,275,321,64196.41,38510,2017-01-01
2017,1,Alemania,RACAFE & CIA S.C.A.,2923,3408,691634.51,409090,2017-01-01
2017,1,Alemania,RAFAEL ESPINOSA HERMANOS & CIA SCA,275,321,76598.64,38510,2017-01-01
2017,1,Alemania,RESTCAFE S A S,3,3,1252.6,390,2017-01-01
2017,1,Alemania,SKN CARIBECAFE LTDA,3244,3782,892886.7099999998,454000,2017-01-01
2017,1,Alemania,SOCIEDAD EXPORTADORA DE CAFE,5660,6606,1436274.86,792560,2017-01-01
2017,1,Alemania,VILLEGAS Y CIA. SOCIEDAD EN COMANDI,511,596,100000.0,71530,2017-01-01
2017,1,Argentina,FEDERACION NACIONAL DE CAFETEROS,275,321,99825.0,38510,2017-01-01
2017,1,Argentina,RACAFE & CIA S.C.A.,1140,1329,296876.04,159540,2017-01-01
2017,1,Aruba,RESTCAFE S A S,9,10,4481.0,1230,2017-01-01
2017,1,Australia,A LAUMAYER Y COMPAÑIA EXPORTADORES,855,996,226462.85,119610,2017-01-01
2017,1,Australia,ALEXCAFE SAS,823,961,170000.0,115270,2017-01-01
2017,1,Australia,ALTAMIRA SUPREMO S.A.S.,275,319,49999.99,38390,2017-01-01
2017,1,Australia,ASOCIACION DE PRODUCTORES AGROPECUA,273,319,94485.0,38250,2017-01-01
2017,1,Australia,BANCA EXPORTADORA S.A,269,314,50000.0,37670,2017-01-01
2017,1,Australia,BANCA EXPORTADORA S.A BANEXPORT,260,303,80000.0,36380,2017-01-01
2017,1,Australia,CAFE GRANJA LA ESPERANZA  S.A. C.I.,189,219,47085.0,26370,2017-01-01
2017,1,Australia,CAFETRILLA EXPORTADORA LTDA,284,332,74119.7,39800,2017-01-01
2017,1,Australia,CARAVELA COLOMBIA S.A.S,1478,1724,347869.99,206900,2017-01-01
2017,1,Australia,CARCAFE LTDA,1374,1603,338900.03,192360,2017-01-01
2017,1,Australia,COFCO COLOMBIA S.A.S,550,642,100000.0,77020,2017-01-01
2017,1,Australia,COMPAÑÍA CAFETERA LA MESETA S.A.,300,350,75321.29,42000,2017-01-01
2017,1,Australia,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,1134,1324,272239.18,158820,2017-01-01
2017,1,Australia,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,274,320,50000.0,38380,2017-01-01
2017,1,Australia,COOPERATIVA DE CAFICULTORES,284,332,50000.0,39800,2017-01-01
2017,1,Australia,ENGELHART CTP (COLOMBIA )  S.A.S.,275,320,50000.0,38450,2017-01-01
2017,1,Australia,FEDERACION NACIONAL DE CAFETEROS,111,129,64927.95,15510,2017-01-01
2017,1,Australia,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,225,263,55924.0,31530,2017-01-01
2017,1,Australia,INVERCAFE CERRITOS S. A. S.,552,644,175431.52000000002,77280,2017-01-01
2017,1,Australia,OLAM AGRO COLOMBIA S.A.S,580,676,124700.0,81160,2017-01-01
2017,1,Australia,RACAFE & CIA S.C.A.,835,974,228013.24000000002,116890,2017-01-01
2017,1,Australia,RAFAEL ESPINOSA HERMANOS & CIA SCA,275,321,78119.03,38510,2017-01-01
2017,1,Australia,SHARED SOURCE SAS,273,319,58910.0,38250,2017-01-01
2017,1,Bélgica,A LAUMAYER Y COMPAÑIA EXPORTADORES,6204,7234,1533190.7599999998,868320,2017-01-01
2017,1,Bélgica,ALTAMIRA SUPREMO S.A.S.,285,333,50000.0,39930,2017-01-01
2017,1,Bélgica,C. I. KYOTO LOHAS BEANS S.A.S,560,654,169073.07,78440,2017-01-01
2017,1,Bélgica,CARCAFE LTDA,1645,1918,543000.56,230230,2017-01-01
2017,1,Bélgica,COFCO COLOMBIA S.A.S,2258,2636,439198.43999999994,316220,2017-01-01
2017,1,Bélgica,COMPAÑÍA CAFETERA LA MESETA S.A.,1669,1950,421641.4799999999,233830,2017-01-01
2017,1,Bélgica,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,548,640,131799.95,76760,2017-01-01
2017,1,Bélgica,COOPERATIVA DE CAFICULTORES,274,320,88090.0,38380,2017-01-01
2017,1,Bélgica,COOPERATIVA DE CAFICULTORES DE ANDE,584,680,176180.0,81680,2017-01-01
2017,1,Bélgica,ENGELHART CTP (COLOMBIA )  S.A.S.,3838,4481,948863.42,537520,2017-01-01
2017,1,Bélgica,FEDERACION NACIONAL DE CAFETEROS,11592,13527,1973334.2400000002,1623060,2017-01-01
2017,1,Bélgica,LOUIS DREYFUS COMPANY COLOMBIA,2700,3151,449999.99000000005,378060,2017-01-01
2017,1,Bélgica,LOUIS DREYFUS COMPANY COLOMBIA S.A.,300,350,50000.0,42000,2017-01-01
2017,1,Bélgica,MILD COFFEE COMPANY HUILA S.A.S C.I,1495,1743,358069.91000000003,209230,2017-01-01
2017,1,Bélgica,RACAFE & CIA S.C.A.,583,680,129238.44,81610,2017-01-01
2017,1,Bélgica,SOCIEDAD EXPORTADORA DE CAFE,7391,8620,2387792.2399999993,1034570,2017-01-01
2017,1,Bélgica,VILLEGAS Y CIA. SOCIEDAD EN COMANDI,2458,2869,450000.00000000006,344200,2017-01-01
2017,1,Canadá,A LAUMAYER Y COMPAÑIA EXPORTADORES,1921,2239,493163.0,268810,2017-01-01
2017,1,Canadá,ALEXCAFE SAS,276,321,50000.0,38580,2017-01-01
2017,1,Canadá,AZAHAR COFFEE COMPANY S.A.S,534,622,136506.05000000002,74700,2017-01-01
2017,1,Canadá,BANCA EXPORTADORA S.A BANEXPORT,823,960,203878.09,115210,2017-01-01
2017,1,Canadá,CAFE COLSUAVES S.A.S,1648,1919,354750.0,230500,2017-01-01
2017,1,Canadá,CAFETRILLA EXPORTADORA LTDA,250,292,79466.16,35020,2017-01-01
2017,1,Canadá,CARCAFE LTDA,4652,5429,1112081.8299999998,651380,2017-01-01
2017,1,Canadá,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,1653,1926,364979.47000000003,231270,2017-01-01
2017,1,Canadá,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,274,320,74062.99,38380,2017-01-01
2017,1,Canadá,COOPERATIVA DE CAFICULTORES,2745,3203,782701.12,384330,2017-01-01
2017,1,Canadá,COOPERATIVA DE CAFICULTORES DE ANDE,275,321,50000.0,38510,2017-01-01
2017,1,Canadá,COOPERATIVA DEPARTAMENTAL DE,526,614,107304.82999999999,73660,2017-01-01
2017,1,Canadá,EMPRESA COFFEELAND S.A.S,103,119,32895.0,14350,2017-01-01
2017,1,Canadá,ENGELHART CTP (COLOMBIA )  S.A.S.,824,962,150063.78,115400,2017-01-01
2017,1,Canadá,FEDERACION NACIONAL DE CAFETEROS,4388,5120,1211758.81,614360,2017-01-01
2017,1,Canadá,OLAM AGRO COLOMBIA S.A.S,3576,4169,909999.99,500460,2017-01-01
2017,1,Canadá,RACAFE & CIA S.C.A.,275,321,90484.47,38510,2017-01-01
2017,1,Canadá,SELECTO EXPORTADORES S.A.S.,275,321,87313.0,38510,2017-01-01
2017,1,Canadá,SKN CARIBECAFE LTDA,4937,5760,1396942.82,691190,2017-01-01
2017,1,Canadá,SOCIEDAD EXPORTADORA DE CAFE,13592,15860,3351484.37,1903040,2017-01-01
2017,1,Canadá,VILLEGAS Y CIA. SOCIEDAD EN COMANDI,549,640,100000.0,76830,2017-01-01
2017,1,Chile,AGROPECUARIA FARALLONES S.A.,30,34,11265.52,4140,2017-01-01
2017,1,Chile,DESCAFEINADORA COLOMBIANA S.A.S,9,11,2612.42,1290,2017-01-01
2017,1,Chile,FEDERACION NACIONAL DE CAFETEROS,459,535,226123.2,64230,2017-01-01
2017,1,Chile,NESTLE DE COLOMBIA S.A.,62,72,28080.02,8660,2017-01-01
2017,1,Chile,PROMOTORA DE CAFE COLOMBIA S.A.,312,365,290397.03,43740,2017-01-01
2017,1,Chile,SUPER COFFEE S.A.S,16,18,6930.0,2200,2017-01-01
2017,1,China,AMIGOS A M G LTDA,7,8,1893.0,970,2017-01-01
2017,1,China,COFCO COLOMBIA S.A.S,550,642,95000.0,77020,2017-01-01
2017,1,China,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,224,262,53693.36,31400,2017-01-01
2017,1,China,ENGELHART CTP (COLOMBIA )  S.A.S.,274,319,55000.0,38320,2017-01-01
2017,1,China,EXPORTADORA DE CAFE CONDOR S.A.S,50,58,11850.61,6980,2017-01-01
2017,1,China,FEDERACION NACIONAL DE CAFETEROS,826,963,215806.93,115600,2017-01-01
2017,1,China,INDUSTRIAS ALIADAS S.A.S,236,276,119568.0,33080,2017-01-01
2017,1,China,OLAM AGRO COLOMBIA S.A.S,275,320,59125.0,38450,2017-01-01
2017,1,China,SKN CARIBECAFE LTDA,275,320,76019.06,38450,2017-01-01
2017,1,China,WALKER ESCOBAR MAURICIO,5,6,3621.0,710,2017-01-01
2017,1,Colombia,FEDERACION NACIONAL DE CAFETEROS,233,273,130371.69000000002,32690,2017-01-01
2017,1,Corea del Sur,AGROPECUARIA ORGÁNICA TATAMÁ SAS,245,285,50000.0,34250,2017-01-01
2017,1,Corea del Sur,ALEXCAFE SAS,1749,2040,510000.0,244830,2017-01-01
2017,1,Corea del Sur,ALTAMIRA SUPREMO S.A.S.,275,320,50000.0,38450,2017-01-01
2017,1,Corea del Sur,CAFE COLSUAVES S.A.S,2880,3360,619199.9900000001,403200,2017-01-01
2017,1,Corea del Sur,CARCAFE LTDA,2723,3178,618431.5399999999,381290,2017-01-01
2017,1,Corea del Sur,COFCO COLOMBIA S.A.S,549,641,119599.22,76890,2017-01-01
2017,1,Corea del Sur,COMPAÑÍA CAFETERA LA MESETA S.A.,275,320,70538.2,38450,2017-01-01
2017,1,Corea del Sur,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,551,642,146990.94,77090,2017-01-01
2017,1,Corea del Sur,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,551,643,148712.39,77150,2017-01-01
2017,1,Corea del Sur,COOPERATIVA DE CAFICULTORES,1647,1921,300000.0,230550,2017-01-01
2017,1,Corea del Sur,COOPERATIVA DE CAFICULTORES DE ANDE,549,640,100000.0,76830,2017-01-01
2017,1,Corea del Sur,ENGELHART CTP (COLOMBIA )  S.A.S.,823,959,20999.99,115150,2017-01-01
2017,1,Corea del Sur,EXPORTADORA DE CAFE ISABELITA SAS,251,292,79257.0,35090,2017-01-01
2017,1,Corea del Sur,FEDERACION NACIONAL DE CAFETEROS,3695,4313,991877.1500000001,517430,2017-01-01
2017,1,Corea del Sur,INCONEXUS S.A.S,244,285,50000.0,34180,2017-01-01
2017,1,Corea del Sur,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,801,936,220500.0,112230,2017-01-01
2017,1,Corea del Sur,LOLO COFFEE GROUP & CIA SCA,276,322,70000.0,38640,2017-01-01
2017,1,Corea del Sur,LOUIS DREYFUS COMPANY COLOMBIA,551,643,100000.0,77150,2017-01-01
2017,1,Corea del Sur,OLAM AGRO COLOMBIA S.A.S,1350,1573,290250.0,188880,2017-01-01
2017,1,Corea del Sur,RACAFE & CIA S.C.A.,5282,6161,1435130.7,739400,2017-01-01
2017,1,Corea del Sur,RAFAEL ESPINOSA HERMANOS & CIA SCA,825,962,226686.28,115470,2017-01-01
2017,1,Corea del Sur,SOCIEDAD EXPORTADORA DE CAFE,549,641,140000.0,76890,2017-01-01
2017,1,Corea del Sur,VIAS Y CAMINOS S.A.,251,293,70000.0,35150,2017-01-01
2017,1,Costa Rica,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,135,159,34988.91,18990,2017-01-01
2017,1,Dinamarca,FEDERACION NACIONAL DE CAFETEROS,111,130,49720.32,15570,2017-01-01
2017,1,Dinamarca,OLAM AGRO COLOMBIA S.A.S,2097,2444,490000.00000000006,293430,2017-01-01
2017,1,Dinamarca,SOCIEDAD EXPORTADORA DE CAFE,899,1048,227779.26,125810,2017-01-01
2017,1,Dinamarca,VILLEGAS Y CIA. SOCIEDAD EN COMANDI,275,321,50000.0,38510,2017-01-01
2017,1,E.A.U.,ALTAMIRA SUPREMO S.A.S.,276,322,50000.0,38640,2017-01-01
2017,1,E.A.U.,C.I INVERSIONES PERCOL E.U,10,12,5894.26,1420,2017-01-01
2017,1,E.A.U.,COMPAÑÍA CAFETERA LA MESETA S.A.,275,321,87046.3,38510,2017-01-01
2017,1,E.A.U.,SUCAFE S.A.S,550,641,118250.0,76960,2017-01-01
2017,1,Ecuador,COFFEE CONNECTIONS S.A.S.,4,4,3284.67,520,2017-01-01
2017,1,Ecuador,FEDERACION NACIONAL DE CAFETEROS,25,29,14570.64,3490,2017-01-01
2017,1,Ecuador,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,808,945,402749.39999999997,113260,2017-01-01
2017,1,Ecuador,INDUSTRIAS ALIADAS S.A.S,245,286,42952.0,34310,2017-01-01
2017,1,Ecuador,PROMOTORA DE CAFE COLOMBIA S.A.,86,100,61853.67,12020,2017-01-01
2017,1,EE.UU.,A LAUMAYER Y COMPAÑIA EXPORTADORES,14682,17132,3717276.159999999,2055660,2017-01-01
2017,1,EE.UU.,AGROPECUARIA ORGÁNICA TATAMÁ SAS,274,320,70256.07,38380,2017-01-01
2017,1,EE.UU.,ALEXCAFE SAS,8520,9945,2210999.9899999998,1193100,2017-01-01
2017,1,EE.UU.,ALTAMIRA SUPREMO S.A.S.,1349,1575,250000.0,188930,2017-01-01
2017,1,EE.UU.,AZAHAR COFFEE COMPANY S.A.S,262,305,66875.78,36640,2017-01-01
2017,1,EE.UU.,BANCA EXPORTADORA S.A BANEXPORT,2449,2858,650572.73,342910,2017-01-01
2017,1,EE.UU.,C. I. KYOTO LOHAS BEANS S.A.S,1376,1605,407969.10000000003,192620,2017-01-01
2017,1,EE.UU.,C.I HALOVI S.A,8,9,5812.58,1100,2017-01-01
2017,1,EE.UU.,CAFE COLSUAVES S.A.S,823,961,177375.0,115270,2017-01-01
2017,1,EE.UU.,CAFE DE SANTA BARBARA S.A.S.,1293,1512,450057.68000000005,181230,2017-01-01
2017,1,EE.UU.,CAFE DEVOTION S.A.S,87,98,65901.02,11970,2017-01-01
2017,1,EE.UU.,CAFE LA MORELIA S.A.S.,15,19,4718.0,2190,2017-01-01
2017,1,EE.UU.,CAFETRILLA EXPORTADORA LTDA,550,642,139548.69,77020,2017-01-01
2017,1,EE.UU.,CARAVELA COLOMBIA S.A.S,1487,1732,368160.26,208010,2017-01-01
2017,1,EE.UU.,CARCAFE LTDA,46132,53819,11622885.600000003,6458380,2017-01-01
2017,1,EE.UU.,COBIA GLOBAL COMMERCE SAS,247,287,85244.39,34510,2017-01-01
2017,1,EE.UU.,COFCO COLOMBIA S.A.S,13191,15388,2138888.0999999996,1846650,2017-01-01
2017,1,EE.UU.,COFFEE CONNECTIONS S.A.S.,0,0,231.84,0,2017-01-01
2017,1,EE.UU.,COMPAÑÍA CAFETERA LA MESETA S.A.,23255,27130,5741811.769999998,3255650,2017-01-01
2017,1,EE.UU.,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,35179,41050,8863036.960000003,4925530,2017-01-01
2017,1,EE.UU.,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,3204,3737,810548.91,448500,2017-01-01
2017,1,EE.UU.,COOPERATIVA CAFE ORIGEN HUILACOOP,8,9,1501.0,1100,2017-01-01
2017,1,EE.UU.,COOPERATIVA CENTRAL DE CAFICULTORES,4016,4687,970341.0300000001,562340,2017-01-01
2017,1,EE.UU.,COOPERATIVA DE CAFICULTORES,9839,11477,2724967.93,1377350,2017-01-01
2017,1,EE.UU.,COOPERATIVA DE CAFICULTORES DE ANDE,4395,5126,1297663.8499999999,615210,2017-01-01
2017,1,EE.UU.,COOPERATIVA DEPARTAMENTAL CAFETERA,4,4,2352.1,520,2017-01-01
2017,1,EE.UU.,COOPERATIVA DEPARTAMENTAL DE,13764,16055,2948219.509999999,1926780,2017-01-01
2017,1,EE.UU.,DESCAFEINADORA COLOMBIANA S.A.S,1199,1398,196512.75,167810,2017-01-01
2017,1,EE.UU.,ENGELHART CTP (COLOMBIA )  S.A.S.,24946,29104,5053499.38,3492460,2017-01-01
2017,1,EE.UU.,EXPOCOSURCA S.A. C.I.,535,626,115025.0,75010,2017-01-01
2017,1,EE.UU.,EXPORTADORA DE CAFE CONDOR S.A.S,790,924,286021.82,110740,2017-01-01
2017,1,EE.UU.,EXPORTADORA DE CAFE ISABELITA SAS,550,642,168518.0,77020,2017-01-01
2017,1,EE.UU.,FEDERACION NACIONAL DE CAFETEROS,22740,26520,6235570.959999999,3183000,2017-01-01
2017,1,EE.UU.,GOMEZ MORA S.A.,824,961,198651.08000000002,115340,2017-01-01
2017,1,EE.UU.,INCONEXUS S.A.S,248,289,70000.0,34700,2017-01-01
2017,1,EE.UU.,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,4424,5166,2780608.0,619640,2017-01-01
2017,1,EE.UU.,INDUSTRIAS ALIADAS S.A.S,5105,5959,2373228.39,714890,2017-01-01
2017,1,EE.UU.,INTEGRA TRADING SAS,1375,1605,343194.80000000005,192550,2017-01-01
2017,1,EE.UU.,INVERCAFE CERRITOS S. A. S.,275,321,87490.89,38510,2017-01-01
2017,1,EE.UU.,INVERSIONES GOMEZ JOVES Y CIA S.C.A,276,322,50000.0,38640,2017-01-01
2017,1,EE.UU.,IXTAPA S.A.S.,1374,1603,250000.0,192360,2017-01-01
2017,1,EE.UU.,LOLO COFFEE GROUP & CIA SCA,552,644,141464.23,77280,2017-01-01
2017,1,EE.UU.,LOUIS DREYFUS COMPANY COLOMBIA,38132,44486,7241992.340000002,5338400,2017-01-01
2017,1,EE.UU.,LOUIS DREYFUS COMPANY COLOMBIA S.A.,7698,8979,1350000.0,1077600,2017-01-01
2017,1,EE.UU.,MILD COFFEE COMPANY HUILA S.A.S C.I,550,641,120000.0,76960,2017-01-01
2017,1,EE.UU.,OLAM AGRO COLOMBIA S.A.S,23471,27380,5377869.999999997,3285770,2017-01-01
2017,1,EE.UU.,ORO MOLIDO S.A.,830,970,219985.0,116300,2017-01-01
2017,1,EE.UU.,PROMOTORA CAFE DE ATURA SAS,275,320,106095.0,38450,2017-01-01
2017,1,EE.UU.,PROMOTORA DE INVERSIONES,250,292,55987.25,35020,2017-01-01
2017,1,EE.UU.,RACAFE & CIA S.C.A.,33878,39521,8833918.859999998,4742720,2017-01-01
2017,1,EE.UU.,RAFAEL ESPINOSA HERMANOS & CIA SCA,12551,14642,3286491.1299999994,1757090,2017-01-01
2017,1,EE.UU.,RCMA COLOMBIA SAS,1369,1595,295625.0,191530,2017-01-01
2017,1,EE.UU.,SE ORIGIN  S.A.S,276,321,80000.0,38580,2017-01-01
2017,1,EE.UU.,SELECTO EXPORTADORES S.A.S.,552,645,189840.0,77340,2017-01-01
2017,1,EE.UU.,SKN CARIBECAFE LTDA,11714,13669,3144823.5800000015,1640120,2017-01-01
2017,1,EE.UU.,SOCIEDAD EXPORTADORA DE CAFE,39809,46439,10064960.079999998,5572970,2017-01-01
2017,1,EE.UU.,SUNTERRA SAS,29,33,15400.0,4010,2017-01-01
2017,1,EE.UU.,SUR CAFE S.A,575,671,100000.0,80510,2017-01-01
2017,1,EE.UU.,TERESITA EXPORTADORES DE CAFÉ S.A.,7942,9265,2042817.4900000002,1111840,2017-01-01
2017,1,EE.UU.,TRILLADORA UNION S.A.,3598,4198,910493.8200000001,503740,2017-01-01
2017,1,EE.UU.,VILLEGAS Y CIA. SOCIEDAD EN COMANDI,19758,23043,3449999.99,2765640,2017-01-01
2017,1,EE.UU.,ZAPATA GRISALES  E HIJOS SAS,2,2,996.5999999999999,260,2017-01-01
2017,1,El Salvador,COLOMBIAN MOUNTAIN COFFEE,68,79,46187.020000000004,9500,2017-01-01
2017,1,Eslovenia,FEDERACION NACIONAL DE CAFETEROS,1098,1281,264352.26,153720,2017-01-01
2017,1,España,A LAUMAYER Y COMPAÑIA EXPORTADORES,275,321,75966.0,38510,2017-01-01
2017,1,España,AZAHAR COFFEE COMPANY S.A.S,234,276,59463.71,32940,2017-01-01
2017,1,España,CARCAFE LTDA,548,640,128091.5,76760,2017-01-01
2017,1,España,COMPAÑÍA CAFETERA LA MESETA S.A.,1385,1615,360816.05,193850,2017-01-01
2017,1,España,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,275,321,57659.01,38510,2017-01-01
2017,1,España,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,548,638,154355.46000000002,76640,2017-01-01
2017,1,España,DESCAFEINADORA COLOMBIANA S.A.S,548,638,130277.09,76640,2017-01-01
2017,1,España,FEDERACION NACIONAL DE CAFETEROS,4334,5056,1010616.3899999999,606740,2017-01-01
2017,1,España,INTEGRA TRADING SAS,825,962,195000.69,115470,2017-01-01
2017,1,España,OLAM AGRO COLOMBIA S.A.S,284,331,70000.0,39740,2017-01-01
2017,1,España,PERCAFE DEL TOLIMA S.A.S.,1,1,290.0,130,2017-01-01
2017,1,España,SELECTO EXPORTADORES S.A.S.,1934,2256,481046.0,270740,2017-01-01
2017,1,España,SKN CARIBECAFE LTDA,8933,10423,2763771.7700000005,1250690,2017-01-01
2017,1,España,SOCIEDAD EXPORTADORA DE CAFE,276,321,65619.05,38580,2017-01-01
2017,1,Federación Rusa,ALTAMIRA SUPREMO S.A.S.,550,642,100000.0,77020,2017-01-01
2017,1,Federación Rusa,CARCAFE LTDA,2188,2553,585428.0,306340,2017-01-01
2017,1,Federación Rusa,COMPAÑÍA CAFETERA LA MESETA S.A.,1099,1283,282615.82,153910,2017-01-01
2017,1,Federación Rusa,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,273,319,65507.03,38250,2017-01-01
2017,1,Federación Rusa,COOPERATIVA DE CAFICULTORES,275,320,88090.0,38450,2017-01-01
2017,1,Federación Rusa,FEDERACION NACIONAL DE CAFETEROS,1144,1334,315700.0,160120,2017-01-01
2017,1,Federación Rusa,INTEGRA TRADING SAS,549,640,107595.70999999999,76830,2017-01-01
2017,1,Federación Rusa,OLAM AGRO COLOMBIA S.A.S,1649,1925,409125.0,230930,2017-01-01
2017,1,Federación Rusa,RACAFE & CIA S.C.A.,833,972,205002.64,116630,2017-01-01
2017,1,Federación Rusa,SKN CARIBECAFE LTDA,300,350,82531.86,42000,2017-01-01
2017,1,Finlandia,C. I. KYOTO LOHAS BEANS S.A.S,285,333,112025.04,39930,2017-01-01
2017,1,Finlandia,CARCAFE LTDA,2991,3487,836195.36,418590,2017-01-01
2017,1,Finlandia,COMERCIALIZADORA DE CAFÉ LOS ANDAQU,212,248,94475.6,29720,2017-01-01
2017,1,Finlandia,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,4758,5550,1258989.2,666060,2017-01-01
2017,1,Finlandia,FEDERACION NACIONAL DE CAFETEROS,4110,4795,1273201.1000000003,575400,2017-01-01
2017,1,Finlandia,LOUIS DREYFUS COMPANY COLOMBIA S.A.,899,1048,227779.27,125810,2017-01-01
2017,1,Finlandia,SKN CARIBECAFE LTDA,1499,1749,445003.04,209870,2017-01-01
2017,1,Finlandia,SOCIEDAD EXPORTADORA DE CAFE,301,350,75926.42,42070,2017-01-01
2017,1,Francia,A LAUMAYER Y COMPAÑIA EXPORTADORES,556,649,147786.88,77860,2017-01-01
2017,1,Francia,CARCAFE LTDA,2996,3494,792737.25,419360,2017-01-01
2017,1,Francia,COFCO COLOMBIA S.A.S,550,641,140023.73,76960,2017-01-01
2017,1,Francia,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,284,331,67438.7,39740,2017-01-01
2017,1,Francia,DESCAFEINADORA COLOMBIANA S.A.S,571,666,95692.8,79930,2017-01-01
2017,1,Francia,FEDERACION NACIONAL DE CAFETEROS,334,391,192366.72,46840,2017-01-01
2017,1,Francia,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,45,52,11940.0,6270,2017-01-01
2017,1,Francia,LOUIS DREYFUS COMPANY COLOMBIA,1771,2065,449231.32999999996,247870,2017-01-01
2017,1,Francia,RACAFE & CIA S.C.A.,2996,3496,836266.6599999999,419480,2017-01-01
2017,1,Francia,RCMA COLOMBIA SAS,825,963,177375.0,115530,2017-01-01
2017,1,Francia,SUR CAFE S.A,1421,1657,332430.47000000003,198890,2017-01-01
2017,1,Francia,VILLEGAS Y CIA. SOCIEDAD EN COMANDI,255,298,50000.0,35730,2017-01-01
2017,1,Grecia,A LAUMAYER Y COMPAÑIA EXPORTADORES,275,321,66270.91,38510,2017-01-01
2017,1,Grecia,COMPAÑÍA CAFETERA LA MESETA S.A.,844,985,209070.91999999998,118180,2017-01-01
2017,1,Grecia,HACIENDA SANTA ELISA SAS,12,16,10393.64,1800,2017-01-01
2017,1,Grecia,SWEET LATITUDE S.A.S,249,292,63950.38,34950,2017-01-01
2017,1,Hong Kong,COMPAÑÍA CAFETERA LA MESETA S.A.,274,320,73214.82,38380,2017-01-01
2017,1,Hong Kong,FEDERACION NACIONAL DE CAFETEROS,275,321,63500.19,38510,2017-01-01
2017,1,Hong Kong,GOMEZ MORA S.A.,275,320,66513.11,38450,2017-01-01
2017,1,Hong Kong,MILD COFFEE COMPANY HUILA S.A.S C.I,275,321,50000.0,38510,2017-01-01
2017,1,Hong Kong,PERCAFE DEL TOLIMA S.A.S.,243,284,50000.0,34050,2017-01-01
2017,1,India,PROMOTORA DE INVERSIONES,275,320,64533.44,38450,2017-01-01
