Año,Mes,País destino,Nombre exportador,Sacos de 70 kg. equivalente real Exportados,Sacos de 60 Kg. Exportados,Valor Factura (USD)*,total_kg,fecha
2017,5,Perú,NESTLE DE COLOMBIA S.A.,1102,1286,269828.22,154300,2017-05-01
2017,5,Perú,PROMOTORA DE CAFE COLOMBIA S.A.,227,263,190586.72000000003,31670,2017-05-01
2017,5,Polonia,FEDERACION NACIONAL DE CAFETEROS,572,667,156250.0,80060,2017-05-01
2017,5,Polonia,LOUIS DREYFUS COMPANY COLOMBIA,300,350,69599.22,42000,2017-05-01
2017,5,Portugal,D`ORIGENN S.A.S,42,49,21927.58,5880,2017-05-01
2017,5,Portugal,FEDERACION NACIONAL DE CAFETEROS,285,333,0.0,39930,2017-05-01
2017,5,Portugal,SELECTO EXPORTADORES S.A.S.,275,321,63698.0,38510,2017-05-01
2017,5,Portugal,SKN CARIBECAFE LTDA,275,320,64259.38,38450,2017-05-01
2017,5,Portugal,SOCIEDAD EXPORTADORA DE CAFE,276,322,50000.0,38640,2017-05-01
2017,5,Puerto Rico,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,4,4,1786.95,520,2017-05-01
2017,5,Reino Unido,ALTAMIRA SUPREMO S.A.S.,275,321,50000.0,38510,2017-05-01
2017,5,Reino Unido,CAFE GRANJA LA ESPERANZA  S.A. C.I.,280,326,61920.0,39160,2017-05-01
2017,5,Reino Unido,CARAVELA COLOMBIA S.A.S,98,114,38485.0,13700,2017-05-01
2017,5,Reino Unido,COFCO COLOMBIA S.A.S,299,349,50000.0,41870,2017-05-01
2017,5,Reino Unido,COMPAÑÍA CAFETERA LA MESETA S.A.,845,985,201945.34,118250,2017-05-01
2017,5,Reino Unido,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,752,876,197400.02000000002,105200,2017-05-01
2017,5,Reino Unido,ENGELHART CTP (COLOMBIA )  S.A.S.,2008,2344,501407.62,281200,2017-05-01
2017,5,Reino Unido,EXPORTADORA DE CAFE CONDOR S.A.S,399,466,124639.92,55890,2017-05-01
2017,5,Reino Unido,FEDERACION NACIONAL DE CAFETEROS,1185,1384,379411.14999999997,165990,2017-05-01
2017,5,Reino Unido,LOUIS DREYFUS COMPANY COLOMBIA,275,320,50000.0,38450,2017-05-01
2017,5,Reino Unido,PROMOTORA DE CAFE COLOMBIA S.A.,7,9,6791.07,1030,2017-05-01
2017,5,Reino Unido,RACAFE & CIA S.C.A.,1394,1626,374724.79000000004,195140,2017-05-01
2017,5,Reino Unido,SELECTO EXPORTADORES S.A.S.,549,640,182226.0,76830,2017-05-01
2017,5,Reino Unido,SOCIEDAD EXPORTADORA DE CAFE,1649,1925,387059.11,230930,2017-05-01
2017,5,Rep.Dominicana,NESTLE DE COLOMBIA S.A.,46,54,12654.1,6460,2017-05-01
2017,5,Reunión,FEDERACION NACIONAL DE CAFETEROS,300,350,69243.22,42000,2017-05-01
2017,5,Rumanía,FEDERACION NACIONAL DE CAFETEROS,1098,1281,264986.33999999997,153720,2017-05-01
2017,5,Rumanía,LOUIS DREYFUS COMPANY COLOMBIA,301,351,69599.22,42130,2017-05-01
2017,5,San Vicente,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,11,13,8246.01,1550,2017-05-01
2017,5,Santa Lucía,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,17,20,10531.880000000001,2390,2017-05-01
2017,5,Sudáfrica,CAFE COLSUAVES S.A.S,275,321,59125.0,38510,2017-05-01
2017,5,Sudáfrica,SKN CARIBECAFE LTDA,285,332,64267.23,39870,2017-05-01
2017,5,Suecia,A LAUMAYER Y COMPAÑIA EXPORTADORES,300,350,73292.64,42000,2017-05-01
2017,5,Suecia,ENGELHART CTP (COLOMBIA )  S.A.S.,549,640,140691.53,76830,2017-05-01
2017,5,Suecia,FEDERACION NACIONAL DE CAFETEROS,2401,2801,567756.7000000001,336130,2017-05-01
2017,5,Suecia,GRUPO EMPRESARIAL AB AVANYA SAS,6,7,1721.23,840,2017-05-01
2017,5,Suecia,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,6,6,2120.4,780,2017-05-01
2017,5,Suecia,RACAFE & CIA S.C.A.,297,347,69244.02,41610,2017-05-01
2017,5,Suecia,SOCIEDAD EXPORTADORA DE CAFE,3300,3849,807949.2200000001,461940,2017-05-01
2017,5,Surinam,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,60,70,24648.92,8400,2017-05-01
2017,5,Taiwan,CARCAFE LTDA,524,612,142410.45,73400,2017-05-01
2017,5,Taiwan,COFFEE ROASTING S.A.S,10,12,9699.6,1420,2017-05-01
2017,5,Taiwan,COOPERATIVA DE CAFICULTORES,1102,1285,200000.0,154240,2017-05-01
2017,5,Taiwan,DESCAFEINADORA COLOMBIANA S.A.S,284,333,103289.81000000001,39860,2017-05-01
2017,5,Taiwan,FEDERACION NACIONAL DE CAFETEROS,37,43,26800.0,5170,2017-05-01
2017,5,Taiwan,INVERCAFE LTDA.,115,134,36623.82,16090,2017-05-01
2017,5,Taiwan,LOUIS DREYFUS COMPANY COLOMBIA,275,321,50000.0,38510,2017-05-01
2017,5,Taiwan,MILD COFFEE COMPANY HUILA S.A.S C.I,375,438,60000.0,52530,2017-05-01
2017,5,Taiwan,OLAM AGRO COLOMBIA S.A.S,201,234,49841.84,28110,2017-05-01
2017,5,Taiwan,RACAFE & CIA S.C.A.,10,12,3297.8,1420,2017-05-01
2017,5,TrinidadyTobago,PROMOTORA DE CAFE COLOMBIA S.A.,36,41,30872.480000000003,4980,2017-05-01
2017,5,Ucrania,ALTAMIRA SUPREMO S.A.S.,286,334,50000.0,40060,2017-05-01
2017,5,Ucrania,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,275,321,70278.48,38510,2017-05-01
2017,5,Ucrania,COOPERATIVA CENTRAL DE CAFICULTORES,190,222,48717.13,26620,2017-05-01
2017,5,Uruguay,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,86,101,27872.43,12080,2017-05-01
2017,5,Uruguay,PROMOTORA DE CAFE COLOMBIA S.A.,37,44,40210.85,5230,2017-05-01
2017,5,Venezuela,NESTLE DE COLOMBIA S.A.,154,179,35024.4,21520,2017-05-01
2017,5,Venezuela,OLAM AGRO COLOMBIA S.A.S,276,322,59169.45,38640,2017-05-01
2017,6,Alemania,A LAUMAYER Y COMPAÑIA EXPORTADORES,1109,1294,277483.31,155270,2017-06-01
2017,6,Alemania,ALTAMIRA SUPREMO S.A.S.,1099,1284,240000.0,153970,2017-06-01
2017,6,Alemania,BANCA EXPORTADORA S.A BANEXPORT,680,794,229599.22,95240,2017-06-01
2017,6,Alemania,C. I. KYOTO LOHAS BEANS S.A.S,821,958,259642.72,114950,2017-06-01
2017,6,Alemania,CAFE COLSUAVES S.A.S,599,699,129000.0,83870,2017-06-01
2017,6,Alemania,CARAVELA COLOMBIA S.A.S,276,322,70000.0,38640,2017-06-01
2017,6,Alemania,CARCAFE LTDA,4941,5765,1187334.7599999998,691770,2017-06-01
2017,6,Alemania,COFCO COLOMBIA S.A.S,550,640,139599.22,76900,2017-06-01
2017,6,Alemania,COMPAÑÍA CAFETERA LA MESETA S.A.,5968,6963,1373423.0399999998,835540,2017-06-01
2017,6,Alemania,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,600,700,148152.65000000002,84000,2017-06-01
2017,6,Alemania,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,549,641,128894.73000000001,76890,2017-06-01
2017,6,Alemania,ENGELHART CTP (COLOMBIA )  S.A.S.,12689,14803,2730854.119999999,1776410,2017-06-01
2017,6,Alemania,FEDERACION NACIONAL DE CAFETEROS,11654,13591,3057598.350000001,1631240,2017-06-01
2017,6,Alemania,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,234,273,92925.0,32760,2017-06-01
2017,6,Alemania,INDUSTRIAS ALIADAS S.A.S,916,1068,238022.4,128200,2017-06-01
2017,6,Alemania,LOUIS DREYFUS COMPANY COLOMBIA,7801,9102,1796392.9999999998,1092190,2017-06-01
2017,6,Alemania,OLAM AGRO COLOMBIA S.A.S,285,333,70000.0,39930,2017-06-01
2017,6,Alemania,RACAFE & CIA S.C.A.,572,666,138801.15000000002,80000,2017-06-01
2017,6,Alemania,SKN CARIBECAFE LTDA,836,975,185516.97,117020,2017-06-01
2017,6,Alemania,SOCIEDAD EXPORTADORA DE CAFE,3000,3499,729236.5199999999,419940,2017-06-01
2017,6,Antigua/Barbuda,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,10,11,6856.25,1360,2017-06-01
2017,6,Antillas Neerl,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,147,171,59337.78,20550,2017-06-01
2017,6,Antillas Neerl,NESTLE DE COLOMBIA S.A.,95,111,26021.55,13310,2017-06-01
2017,6,Argentina,CAFE COLSUAVES S.A.S,259,303,70000.0,36310,2017-06-01
2017,6,Argentina,OLAM AGRO COLOMBIA S.A.S,285,333,70000.0,39930,2017-06-01
2017,6,Argentina,RACAFE & CIA S.C.A.,531,620,133747.86,74370,2017-06-01
2017,6,Aruba,NESTLE DE COLOMBIA S.A.,192,224,51685.52,26880,2017-06-01
2017,6,Aruba,TOSTADORA DE CAFE Y CACAO DE MI TIE,17,20,7240.0,2390,2017-06-01
2017,6,Australia,A LAUMAYER Y COMPAÑIA EXPORTADORES,282,329,86050.87999999999,39480,2017-06-01
2017,6,Australia,ALTAMIRA SUPREMO S.A.S.,274,320,50000.0,38380,2017-06-01
2017,6,Australia,BANCA EXPORTADORA S.A BANEXPORT,215,251,69599.22,30110,2017-06-01
2017,6,Australia,CARAVELA COLOMBIA S.A.S,1338,1561,310080.0,187320,2017-06-01
2017,6,Australia,CARCAFE LTDA,1384,1613,330834.86,193660,2017-06-01
2017,6,Australia,CENTRAL COOPERATIVA INDIGENA DEL,274,320,70000.0,38380,2017-06-01
2017,6,Australia,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,1737,2027,400351.44,243210,2017-06-01
2017,6,Australia,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,1101,1286,280496.54,154230,2017-06-01
2017,6,Australia,COOPERATIVA DE CAFICULTORES,571,666,100000.0,79930,2017-06-01
2017,6,Australia,ENGELHART CTP (COLOMBIA )  S.A.S.,2470,2881,650634.26,345760,2017-06-01
2017,6,Australia,EXPORTADORA DE CAFE CONDOR S.A.S,286,334,73018.68,40060,2017-06-01
2017,6,Australia,FEDERACION NACIONAL DE CAFETEROS,440,516,251457.6,61760,2017-06-01
2017,6,Australia,HACIENDA SANTA ELISA SAS,36,41,37391.14,4980,2017-06-01
2017,6,Australia,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,246,287,65142.0,34440,2017-06-01
2017,6,Australia,OLAM AGRO COLOMBIA S.A.S,502,584,107715.0,70180,2017-06-01
2017,6,Australia,RACAFE & CIA S.C.A.,4473,5221,1097549.8499999999,626370,2017-06-01
2017,6,Australia,SANTA MARTA GOLDEN SAS,83,96,21183.75,11570,2017-06-01
2017,6,Barbados,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,16,19,11109.779999999999,2260,2017-06-01
2017,6,Bélgica,A LAUMAYER Y COMPAÑIA EXPORTADORES,2608,3041,619138.25,365020,2017-06-01
2017,6,Bélgica,ALTAMIRA SUPREMO S.A.S.,275,321,70000.0,38510,2017-06-01
2017,6,Bélgica,ASSIST AGRICULTURE SAS,42,50,10978.2,5940,2017-06-01
2017,6,Bélgica,CAFEXPORT SARL SUCURSAL COLOMBIA,1199,1398,303705.68,167810,2017-06-01
2017,6,Bélgica,CARCAFE LTDA,3887,4537,1167300.46,544310,2017-06-01
2017,6,Bélgica,COFCO COLOMBIA S.A.S,285,332,69599.22,39870,2017-06-01
2017,6,Bélgica,COMPAÑÍA CAFETERA LA MESETA S.A.,1132,1321,266724.99,158500,2017-06-01
2017,6,Bélgica,COOPERATIVA DE CAFICULTORES,854,997,264270.0,119600,2017-06-01
2017,6,Bélgica,ENGELHART CTP (COLOMBIA )  S.A.S.,5684,6632,1277597.4,795800,2017-06-01
2017,6,Bélgica,FEDERACION NACIONAL DE CAFETEROS,4214,4919,851412.14,590120,2017-06-01
2017,6,Bélgica,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,1190,1388,206722.5,166580,2017-06-01
2017,6,Bélgica,LOLO COFFEE GROUP & CIA SCA,275,320,70000.0,38450,2017-06-01
2017,6,Bélgica,LOUIS DREYFUS COMPANY COLOMBIA,854,996,208797.66000000003,119540,2017-06-01
2017,6,Bélgica,MILD COFFEE COMPANY HUILA S.A.S C.I,299,349,145859.94999999998,41870,2017-06-01
2017,6,Bélgica,RACAFE & CIA S.C.A.,567,661,133550.32,79350,2017-06-01
2017,6,Bélgica,SOCIEDAD EXPORTADORA DE CAFE,7631,8904,2187805.6499999994,1068410,2017-06-01
2017,6,Bélgica,VILLEGAS Y CIA. SOCIEDAD EN COMANDI,275,321,50000.0,38510,2017-06-01
2017,6,Bolivia,NESTLE DE COLOMBIA S.A.,51,60,23281.26,7170,2017-06-01
2017,6,Bolivia,PROMOTORA DE CAFE COLOMBIA S.A.,35,41,24702.63,4910,2017-06-01
2017,6,Brasil,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,144,169,67625.7,20220,2017-06-01
2017,6,Canadá,A LAUMAYER Y COMPAÑIA EXPORTADORES,274,320,59125.0,38380,2017-06-01
2017,6,Canadá,C. I. KYOTO LOHAS BEANS S.A.S,823,961,227263.01,115270,2017-06-01
2017,6,Canadá,CAFE COLSUAVES S.A.S,275,320,59125.0,38450,2017-06-01
2017,6,Canadá,CARCAFE LTDA,6314,7364,1544325.67,883820,2017-06-01
2017,6,Canadá,COFCO COLOMBIA S.A.S,2744,3202,689198.45,384200,2017-06-01
2017,6,Canadá,COMPAÑÍA CAFETERA LA MESETA S.A.,1363,1591,315514.63,190870,2017-06-01
2017,6,Canadá,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,2201,2568,513560.0,308150,2017-06-01
2017,6,Canadá,COOPERATIVA CENTRAL DE CAFICULTORES,549,641,123288.5,76890,2017-06-01
2017,6,Canadá,COOPERATIVA DE CAFICULTORES,1924,2246,536234.53,269440,2017-06-01
2017,6,Canadá,COOPERATIVA DE CAFICULTORES DEL CAU,499,583,140000.0,69910,2017-06-01
2017,6,Canadá,DESCAFEINADORA COLOMBIANA S.A.S,74,87,21185.58,10400,2017-06-01
2017,6,Canadá,ECOLSIERRA EXPORT S.A.S,275,321,83773.7,38510,2017-06-01
2017,6,Canadá,ENGELHART CTP (COLOMBIA )  S.A.S.,2743,3200,703549.4300000002,384010,2017-06-01
2017,6,Canadá,FEDERACION NACIONAL DE CAFETEROS,9821,11454,2431254.1199999996,1374710,2017-06-01
2017,6,Canadá,GRUPO TAP S.A.S C.I.,275,321,56626.57,38510,2017-06-01
2017,6,Canadá,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,20,23,9110.8,2780,2017-06-01
2017,6,Canadá,IXTAPA S.A.S.,276,322,50000.0,38640,2017-06-01
2017,6,Canadá,OLAM AGRO COLOMBIA S.A.S,10173,11868,2525262.3900000006,1424190,2017-06-01
2017,6,Canadá,RACAFE & CIA S.C.A.,1098,1281,248629.99,153720,2017-06-01
2017,6,Canadá,SELECTO EXPORTADORES S.A.S.,200,233,40048.56,27980,2017-06-01
2017,6,Canadá,SKN CARIBECAFE LTDA,1102,1285,255520.31999999998,154240,2017-06-01
2017,6,Canadá,SOCIEDAD EXPORTADORA DE CAFE,6557,7650,1660137.3099999996,917990,2017-06-01
2017,6,Canadá,TERESITA EXPORTADORES DE CAFÉ S.A.,275,321,63037.62,38510,2017-06-01
2017,6,Chile,CAFE Y COMPAÑIA S.A.S,61,71,34560.0,8530,2017-06-01
2017,6,Chile,DESCAFEINADORA COLOMBIANA S.A.S,134,156,35496.0,18740,2017-06-01
2017,6,Chile,FEDERACION NACIONAL DE CAFETEROS,517,602,262933.2,72310,2017-06-01
2017,6,Chile,HYH DISTRIBUCIONES LTDA,18,20,6078.0,2460,2017-06-01
2017,6,Chile,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,774,902,287224.79,108300,2017-06-01
2017,6,Chile,INDUSTRIA DE PRODUCTOS ALIMENTICIOS,98,114,30720.0,13700,2017-06-01
2017,6,Chile,NESTLE DE COLOMBIA S.A.,951,1109,201174.41,133110,2017-06-01
2017,6,Chile,PROMOTORA DE CAFE COLOMBIA S.A.,477,557,395347.5399999999,66810,2017-06-01
2017,6,Chile,PROMOTORA LAS MONITAS S.A.S,5,5,5350.0,650,2017-06-01
2017,6,Chile,RACAFE & CIA S.C.A.,125,146,40747.56,17510,2017-06-01
2017,6,Chile,RESTCAFE S A S,114,133,57377.8,15960,2017-06-01
2017,6,China,CARCAFE LTDA,1923,2244,462960.22,269250,2017-06-01
2017,6,China,COOPERATIVA DE CAFICULTORES,1175,1372,220000.0,164570,2017-06-01
2017,6,China,FEDERACION NACIONAL DE CAFETEROS,1434,1673,440881.63000000006,200760,2017-06-01
2017,6,China,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,287,335,147943.16999999998,40190,2017-06-01
2017,6,China,SKN CARIBECAFE LTDA,276,322,69329.25,38640,2017-06-01
2017,6,China,SOCIEDAD EXPORTADORA DE CAFE,275,320,70000.0,38450,2017-06-01
2017,6,China,VIAS Y CAMINOS S.A.,265,309,69599.22,37090,2017-06-01
2017,6,Chipre,SUNTERRA SAS,273,318,92090.46,38190,2017-06-01
2017,6,Colombia,RESTCAFE S A S,32,36,17353.5,4400,2017-06-01
2017,6,Colombia,VIVE CAFE S.A.,35,40,32517.57,4850,2017-06-01
2017,6,Corea del Sur,ALEXCAFE SAS,1511,1763,419755.26999999996,211550,2017-06-01
2017,6,Corea del Sur,ALTAMIRA SUPREMO S.A.S.,1550,1807,360000.0,216920,2017-06-01
2017,6,Corea del Sur,AMATIVO S.A.S.,171,200,52937.659999999996,23970,2017-06-01
2017,6,Corea del Sur,CAFE DE SANTA BARBARA S.A.S.,285,333,92380.24,39930,2017-06-01
2017,6,Corea del Sur,CARCAFE LTDA,548,640,141363.09999999998,76760,2017-06-01
2017,6,Corea del Sur,COCORA AGROINDUSTRIAL SAS,510,596,129952.12,71460,2017-06-01
2017,6,Corea del Sur,COFCO COLOMBIA S.A.S,571,665,139599.22,79870,2017-06-01
2017,6,Corea del Sur,COMPAÑÍA CAFETERA LA MESETA S.A.,1953,2278,445640.33,273390,2017-06-01
2017,6,Corea del Sur,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,837,977,219632.86,117210,2017-06-01
2017,6,Corea del Sur,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,275,321,66370.44,38510,2017-06-01
2017,6,Corea del Sur,COOPERATIVA DE CAFICULTORES,2747,3206,804720.0,384650,2017-06-01
2017,6,Corea del Sur,DESCAFEINADORA COLOMBIANA S.A.S,94,109,31295.899999999998,13120,2017-06-01
2017,6,Corea del Sur,ENGELHART CTP (COLOMBIA )  S.A.S.,1919,2240,490589.04,268730,2017-06-01
2017,6,Corea del Sur,EXPORTADORA DE CAFE CONDOR S.A.S,1348,1573,403833.11000000004,188740,2017-06-01
2017,6,Corea del Sur,FEDERACION NACIONAL DE CAFETEROS,4618,5390,1115048.42,646660,2017-06-01
2017,6,Corea del Sur,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,1772,2070,687266.8,248240,2017-06-01
2017,6,Corea del Sur,LOUIS DREYFUS COMPANY COLOMBIA,4472,5217,1159202.0099999998,626060,2017-06-01
2017,6,Corea del Sur,MILD COFFEE COMPANY HUILA S.A.S C.I,1101,1285,280000.0,154170,2017-06-01
2017,6,Corea del Sur,OLAM AGRO COLOMBIA S.A.S,531,620,123750.0,74370,2017-06-01
2017,6,Corea del Sur,RACAFE & CIA S.C.A.,2258,2635,555680.7799999999,316160,2017-06-01
2017,6,Corea del Sur,SOCIEDAD EXPORTADORA DE CAFE,2058,2401,548508.07,288120,2017-06-01
2017,6,Corea del Sur,VILLEGAS Y CIA. SOCIEDAD EN COMANDI,2878,3356,720000.0,402820,2017-06-01
2017,6,Costa Rica,FEDERACION NACIONAL DE CAFETEROS,7,9,5240.0,1030,2017-06-01
2017,6,Costa Rica,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,82,95,7181.5199999999995,11440,2017-06-01
2017,6,E.A.U.,RACAFE & CIA S.C.A.,267,311,69599.22,37350,2017-06-01
2017,6,E.A.U.,TMO IMPORT EXPORT SAS,170,199,65758.0,23840,2017-06-01
2017,6,Ecuador,FEDERACION NACIONAL DE CAFETEROS,1620,1886,961771.2400000002,226560,2017-06-01
2017,6,Ecuador,INDUSTRIAS ALIADAS S.A.S,245,286,45925.6,34310,2017-06-01
2017,6,EE.UU.,A LAUMAYER Y COMPAÑIA EXPORTADORES,5019,5854,1129882.3000000003,702570,2017-06-01
2017,6,EE.UU.,AGROPECUARIA ORGÁNICA TATAMÁ SAS,274,320,69599.22,38380,2017-06-01
2017,6,EE.UU.,ALEXCAFE SAS,2748,3204,699198.44,384600,2017-06-01
2017,6,EE.UU.,ALMA DE HUILA EXPORTADORES SAS,274,320,69559.22,38380,2017-06-01
2017,6,EE.UU.,ALTAMIRA SUPREMO S.A.S.,1349,1575,310000.0,188930,2017-06-01
2017,6,EE.UU.,AZAHAR COFFEE COMPANY S.A.S,1,1,1577.9,130,2017-06-01
2017,6,EE.UU.,BANCA EXPORTADORA S.A BANEXPORT,3233,3772,838226.8399999997,452630,2017-06-01
2017,6,EE.UU.,C. I. KYOTO LOHAS BEANS S.A.S,275,321,90000.0,38510,2017-06-01
2017,6,EE.UU.,CAFE COLSUAVES S.A.S,4667,5443,1004265.0,653270,2017-06-01
2017,6,EE.UU.,CAFE DE SANTA BARBARA S.A.S.,499,582,122721.92,69850,2017-06-01
2017,6,EE.UU.,CAFE DEVOTION S.A.S,105,121,70104.2,14610,2017-06-01
2017,6,EE.UU.,CAFE LA MORELIA S.A.S.,4,5,2650.0,580,2017-06-01
2017,6,EE.UU.,CAFE MONTAÑA ROJA S.A.S,80,93,15030.0,11180,2017-06-01
2017,6,EE.UU.,CARAVELA COLOMBIA S.A.S,643,749,139965.0,89950,2017-06-01
2017,6,EE.UU.,CARCAFE LTDA,39526,46104,10124441.87,5533060,2017-06-01
2017,6,EE.UU.,COFCO COLOMBIA S.A.S,9013,10516,2150664.2600000002,1261870,2017-06-01
2017,6,EE.UU.,COMPAÑÍA CAFETERA LA MESETA S.A.,47610,55554,10876171.2,6665940,2017-06-01
2017,6,EE.UU.,COMPAÑIA COLOMBIANA AGROINDUSTRIAL,17888,20873,4105018.0400000005,2504540,2017-06-01
2017,6,EE.UU.,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,2297,2679,570526.5700000001,321530,2017-06-01
2017,6,EE.UU.,COOPERATIVA CENTRAL DE CAFICULTORES,549,642,144237.32,76950,2017-06-01
2017,6,EE.UU.,COOPERATIVA DE CAFICULTORES,9824,11464,2958458.5100000002,1375520,2017-06-01
2017,6,EE.UU.,COOPERATIVA DE CAFICULTORES DEL CAU,500,583,140000.0,69980,2017-06-01
2017,6,EE.UU.,COOPERATIVA DEPARTAMENTAL DE,3519,4107,745920.92,492750,2017-06-01
2017,6,EE.UU.,DESCAFEINADORA COLOMBIANA S.A.S,603,703,107089.38,84390,2017-06-01
2017,6,EE.UU.,ENGELHART CTP (COLOMBIA )  S.A.S.,12334,14387,3201433.43,1726600,2017-06-01
2017,6,EE.UU.,EXPORTADORA DE CAFE CONDOR S.A.S,550,641,143473.87,76960,2017-06-01
2017,6,EE.UU.,EXPORTADORA DE CAFE ISABELITA SAS,825,963,227822.0,115530,2017-06-01
2017,6,EE.UU.,FEDERACION NACIONAL DE CAFETEROS,31602,36858,7664693.960000002,4423620,2017-06-01
2017,6,EE.UU.,GOMEZ MORA S.A.,825,963,175788.43,115530,2017-06-01
2017,6,EE.UU.,INCONEXUS S.A.S,549,640,150000.0,76830,2017-06-01
2017,6,EE.UU.,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,9621,11244,4050329.9500000007,1348110,2017-06-01
2017,6,EE.UU.,INDUSTRIAS ALIADAS S.A.S,3138,3662,1226929.46,439380,2017-06-01
2017,6,EE.UU.,INTEGRA TRADING SAS,1097,1280,237081.86,153590,2017-06-01
2017,6,EE.UU.,INVERCAFE CERRITOS S. A. S.,1099,1283,253836.49,153910,2017-06-01
2017,6,EE.UU.,IXTAPA S.A.S.,826,964,190000.0,115660,2017-06-01
2017,6,EE.UU.,LOUIS DREYFUS COMPANY COLOMBIA,17205,20065,3885571.959999999,2408250,2017-06-01
2017,6,EE.UU.,MILD COFFEE COMPANY HUILA S.A.S C.I,551,643,135103.41999999998,77150,2017-06-01
2017,6,EE.UU.,NESTLE DE COLOMBIA S.A.,776,907,189434.96,108740,2017-06-01
2017,6,EE.UU.,OLAM AGRO COLOMBIA S.A.S,22657,26434,5649000.02,3172030,2017-06-01
2017,6,EE.UU.,PICCOLO PIACERE S.A.S,6,9,20186.42,960,2017-06-01
2017,6,EE.UU.,RACAFE & CIA S.C.A.,32662,38108,6932832.610000003,4572820,2017-06-01
2017,6,EE.UU.,RCMA COLOMBIA SAS,824,961,177375.0,115340,2017-06-01
2017,6,EE.UU.,RESTCAFE S A S,4,5,2501.2,580,2017-06-01
2017,6,EE.UU.,SELECTO EXPORTADORES S.A.S.,1737,2025,347288.53,243090,2017-06-01
2017,6,EE.UU.,SKN CARIBECAFE LTDA,275,320,58375.17,38450,2017-06-01
2017,6,EE.UU.,SOCIEDAD EXPORTADORA DE CAFE,52125,60819,12827109.729999995,7297890,2017-06-01
2017,6,EE.UU.,SWEET LATITUDE S.A.S,549,641,141111.66000000003,76890,2017-06-01
2017,6,EE.UU.,TERESITA EXPORTADORES DE CAFÉ S.A.,8231,9602,1999638.87,1152290,2017-06-01
2017,6,EE.UU.,TRILLADORA UNION S.A.,548,640,140000.0,76760,2017-06-01
2017,6,EE.UU.,VILLEGAS Y CIA. SOCIEDAD EN COMANDI,10109,11793,2060000.0099999998,1415210,2017-06-01
2017,6,Egipto,COFCO COLOMBIA S.A.S,274,320,69599.22,38380,2017-06-01
2017,6,El Salvador,COLOMBIAN MOUNTAIN COFFEE,21,25,14990.58,2970,2017-06-01
2017,6,El Salvador,INDUSTRIA COLOMBIANA DE CAFÉ S.A.S.,1,2,426.16,190,2017-06-01
2017,6,El Salvador,PROMOTORA DE CAFE COLOMBIA S.A.,312,364,278361.4,43680,2017-06-01
2017,6,Eslovenia,RACAFE & CIA S.C.A.,285,332,70000.0,39870,2017-06-01
2017,6,España,A LAUMAYER Y COMPAÑIA EXPORTADORES,274,319,63971.02,38320,2017-06-01
2017,6,España,COMPAÑÍA CAFETERA LA MESETA S.A.,1369,1597,313019.36,191650,2017-06-01
2017,6,España,COMPAÑIA NACIONAL DEL CAFÉ  S.A.S,275,320,68876.66,38450,2017-06-01
2017,6,España,DESCAFEINADORA COLOMBIANA S.A.S,548,639,125777.98,76700,2017-06-01
2017,6,España,FEDERACION NACIONAL DE CAFETEROS,5957,6950,1346890.9400000002,833990,2017-06-01
2017,6,España,LOUIS DREYFUS COMPANY COLOMBIA,825,962,208797.44,115470,2017-06-01
2017,6,España,OLAM AGRO COLOMBIA S.A.S,1783,2080,408785.0,249610,2017-06-01
2017,6,España,PROMOTORA DE INVERSIONES,276,322,80000.0,38640,2017-06-01
2017,6,España,RACAFE & CIA S.C.A.,275,321,61921.619999999995,38510,2017-06-01
2017,6,España,SELECTO EXPORTADORES S.A.S.,1094,1278,231100.55,153260,2017-06-01
2017,6,España,SKN CARIBECAFE LTDA,1997,2331,452798.43999999994,279650,2017-06-01
